source_desc,sector_desc,group_desc,commodity_desc,class_desc,prodn_practice_desc,util_practice_desc,statisticcat_desc,unit_desc,short_desc,domain_desc,domaincat_desc,agg_level_desc,state_alpha,state_name,state_ansi,county_name,county_code,asd_desc,year,freq_desc,reference_period_desc,begin_code,end_code,Value,CV_%
SURVEY,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"ALMONDS - YIELD, MEASURED IN BU / ACRE","CHEMICAL, INSECTICIDE",NOT SPECIFIED,STATE,CA,CALIFORNIA,06,COUNTY 022,173,CENTRAL,2022,ANNUAL,JAN,0,0,76.18,13.3
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,STATE,OH,OHIO,39,COUNTY 061,037,CENTRAL,2022,ANNUAL,YEAR,0,0,62.12,10.1
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"SOYBEANS - AREA HARVESTED, MEASURED IN ACRES",TOTAL,NOT SPECIFIED,COUNTY,IA,IOWA,19,COUNTY 021,137,CENTRAL,2022,ANNUAL,YEAR,0,0,200.4,25.3
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,STATE,IL,ILLINOIS,17,COUNTY 037,061,CENTRAL,2019,ANNUAL,JUL,0,0,136.68,23.6
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"CORN - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE",NOT SPECIFIED,STATE,IL,ILLINOIS,17,COUNTY 027,035,CENTRAL,2019,ANNUAL,JUL,0,0,74.4,16.5
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"CORN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,ND,NORTH DAKOTA,38,COUNTY 035,106,CENTRAL,2022,SEASON,JUL,0,0,122.53,4.4
SURVEY,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"COTTON - TREATED, MEASURED IN ACRES","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,WI,WISCONSIN,55,COUNTY 038,047,CENTRAL,2023,SEASON,APR,0,0,55.11,19.9
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"SOYBEANS - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE",NOT SPECIFIED,STATE,OH,OHIO,39,COUNTY 060,149,CENTRAL,2021,ANNUAL,YEAR,0,0,46.69,2.9
CENSUS,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"CORN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,STATE,CA,CALIFORNIA,06,COUNTY 070,145,CENTRAL,2020,ANNUAL,OCT,0,0,215.06,3.9
CENSUS,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"COTTON - AREA HARVESTED, MEASURED IN ACRES",TOTAL,NOT SPECIFIED,COUNTY,OH,OHIO,39,COUNTY 032,055,CENTRAL,2020,ANNUAL,JUL,0,0,236.23,10.6
SURVEY,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"ALMONDS - YIELD, MEASURED IN BU / ACRE","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,SD,SOUTH DAKOTA,46,COUNTY 080,088,CENTRAL,2018,ANNUAL,APR,0,0,20.46,11.8
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"CORN - TREATED, MEASURED IN ACRES","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,SD,SOUTH DAKOTA,46,COUNTY 092,095,CENTRAL,2020,ANNUAL,APR,0,0,191.34,14.4
SURVEY,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"COTTON - AREA HARVESTED, MEASURED IN ACRES","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,MN,MINNESOTA,27,COUNTY 080,006,CENTRAL,2020,ANNUAL,JUL,0,0,113.6,10.8
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"SOYBEANS - TREATED, MEASURED IN ACRES",TOTAL,NOT SPECIFIED,STATE,IL,ILLINOIS,17,COUNTY 027,121,CENTRAL,2021,ANNUAL,JAN,0,0,97.55,2.0
SURVEY,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"ALMONDS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,STATE,IL,ILLINOIS,17,COUNTY 003,163,CENTRAL,2020,ANNUAL,YEAR,0,0,172.51,5.6
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"CORN - PRODUCTION, MEASURED IN BU","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,SD,SOUTH DAKOTA,46,COUNTY 049,050,CENTRAL,2021,ANNUAL,JUL,0,0,66.93,4.3
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"SOYBEANS - TREATED, MEASURED IN ACRES","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,OH,OHIO,39,COUNTY 085,165,CENTRAL,2019,ANNUAL,OCT,0,0,5.64,13.5
SURVEY,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"ALMONDS - YIELD, MEASURED IN BU / ACRE","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,ND,NORTH DAKOTA,38,COUNTY 030,013,CENTRAL,2021,ANNUAL,YEAR,0,0,53.89,7.2
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"WHEAT - TREATED, MEASURED IN ACRES","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,ND,NORTH DAKOTA,38,COUNTY 022,025,CENTRAL,2019,ANNUAL,APR,0,0,46.64,9.5
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"SOYBEANS - AREA HARVESTED, MEASURED IN ACRES","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,WI,WISCONSIN,55,COUNTY 019,123,CENTRAL,2021,ANNUAL,OCT,0,0,9.0,14.7
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"WHEAT - TREATED, MEASURED IN ACRES",TOTAL,NOT SPECIFIED,STATE,IN,INDIANA,18,COUNTY 031,129,CENTRAL,2022,SEASON,YEAR,0,0,80.67,7.8
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"CORN - AREA HARVESTED, MEASURED IN ACRES",TOTAL,NOT SPECIFIED,STATE,WI,WISCONSIN,55,COUNTY 020,049,CENTRAL,2023,ANNUAL,OCT,0,0,118.89,8.1
SURVEY,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"COTTON - AREA HARVESTED, MEASURED IN ACRES",TOTAL,NOT SPECIFIED,STATE,IA,IOWA,19,COUNTY 019,122,CENTRAL,2019,SEASON,APR,0,0,184.09,25.2
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"CORN - YIELD, MEASURED IN BU / ACRE","CHEMICAL, HERBICIDE",NOT SPECIFIED,STATE,IL,ILLINOIS,17,COUNTY 002,035,CENTRAL,2019,ANNUAL,JUL,0,0,81.75,16.9
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"SOYBEANS - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE",NOT SPECIFIED,STATE,SD,SOUTH DAKOTA,46,COUNTY 040,083,CENTRAL,2020,ANNUAL,OCT,0,0,49.04,25.8
CENSUS,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"WHEAT - TREATED, MEASURED IN ACRES","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,OH,OHIO,39,COUNTY 039,053,CENTRAL,2019,ANNUAL,JUL,0,0,58.04,15.9
CENSUS,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"WHEAT - PRODUCTION, MEASURED IN BU","CHEMICAL, HERBICIDE",NOT SPECIFIED,STATE,WI,WISCONSIN,55,COUNTY 091,180,CENTRAL,2021,ANNUAL,APR,0,0,222.85,27.4
CENSUS,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"ALMONDS - AREA HARVESTED, MEASURED IN ACRES","CHEMICAL, HERBICIDE",NOT SPECIFIED,STATE,WI,WISCONSIN,55,COUNTY 072,182,CENTRAL,2022,ANNUAL,APR,0,0,51.58,8.4
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"CORN - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE",NOT SPECIFIED,STATE,CA,CALIFORNIA,06,COUNTY 054,076,CENTRAL,2022,ANNUAL,OCT,0,0,219.87,18.9
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"CORN - AREA HARVESTED, MEASURED IN ACRES",TOTAL,NOT SPECIFIED,COUNTY,IA,IOWA,19,COUNTY 027,104,CENTRAL,2020,ANNUAL,OCT,0,0,112.05,15.6
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"SOYBEANS - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,WI,WISCONSIN,55,COUNTY 079,047,CENTRAL,2021,ANNUAL,APR,0,0,233.63,27.6
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"WHEAT - APPLICATIONS, MEASURED IN LB",TOTAL,NOT SPECIFIED,COUNTY,ND,NORTH DAKOTA,38,COUNTY 012,043,CENTRAL,2021,ANNUAL,OCT,0,0,102.32,13.1
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"SOYBEANS - PRODUCTION, MEASURED IN BU","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,TX,TEXAS,48,COUNTY 078,148,CENTRAL,2018,ANNUAL,OCT,0,0,44.83,25.8
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"SOYBEANS - APPLICATIONS, MEASURED IN LB",TOTAL,NOT SPECIFIED,COUNTY,TX,TEXAS,48,COUNTY 071,161,CENTRAL,2019,ANNUAL,OCT,0,0,137.48,17.4
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"WHEAT - PRODUCTION, MEASURED IN BU","CHEMICAL, INSECTICIDE",NOT SPECIFIED,STATE,OH,OHIO,39,COUNTY 017,093,CENTRAL,2020,ANNUAL,OCT,0,0,147.13,21.5
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,STATE,NE,NEBRASKA,31,COUNTY 090,144,CENTRAL,2022,ANNUAL,YEAR,0,0,159.05,26.7
CENSUS,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"WHEAT - AREA HARVESTED, MEASURED IN ACRES",TOTAL,NOT SPECIFIED,STATE,WI,WISCONSIN,55,COUNTY 084,078,CENTRAL,2023,ANNUAL,APR,0,0,103.17,29.9
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"SOYBEANS - PRODUCTION, MEASURED IN BU","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,WI,WISCONSIN,55,COUNTY 010,007,CENTRAL,2018,ANNUAL,APR,0,0,12.63,22.2
CENSUS,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"COTTON - AREA HARVESTED, MEASURED IN ACRES",TOTAL,NOT SPECIFIED,STATE,WI,WISCONSIN,55,COUNTY 019,070,CENTRAL,2021,ANNUAL,JAN,0,0,156.87,10.1
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"SOYBEANS - TREATED, MEASURED IN ACRES","CHEMICAL, INSECTICIDE",NOT SPECIFIED,STATE,NE,NEBRASKA,31,COUNTY 082,149,CENTRAL,2019,ANNUAL,JUL,0,0,233.29,9.7
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,IL,ILLINOIS,17,COUNTY 030,036,CENTRAL,2022,ANNUAL,JAN,0,0,239.41,10.0
SURVEY,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"COTTON - TREATED, MEASURED IN ACRES","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,CA,CALIFORNIA,06,COUNTY 030,104,CENTRAL,2018,ANNUAL,OCT,0,0,149.42,3.8
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"CORN - TREATED, MEASURED IN ACRES","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,KS,KANSAS,20,COUNTY 025,054,CENTRAL,2021,ANNUAL,OCT,0,0,5.46,2.6
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"WHEAT - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE",NOT SPECIFIED,STATE,IN,INDIANA,18,COUNTY 088,147,CENTRAL,2022,ANNUAL,YEAR,0,0,26.96,17.8
SURVEY,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"ALMONDS - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,OH,OHIO,39,COUNTY 074,025,CENTRAL,2022,ANNUAL,YEAR,0,0,208.58,24.5
SURVEY,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"COTTON - TREATED, MEASURED IN ACRES","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,TX,TEXAS,48,COUNTY 066,067,CENTRAL,2021,ANNUAL,YEAR,0,0,207.52,2.0
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"CORN - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE",NOT SPECIFIED,STATE,TX,TEXAS,48,COUNTY 096,109,CENTRAL,2021,ANNUAL,YEAR,0,0,236.53,17.4
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"SOYBEANS - AREA HARVESTED, MEASURED IN ACRES","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,CA,CALIFORNIA,06,COUNTY 035,181,CENTRAL,2020,ANNUAL,YEAR,0,0,141.16,11.8
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"CORN - APPLICATIONS, MEASURED IN LB",TOTAL,NOT SPECIFIED,COUNTY,IL,ILLINOIS,17,COUNTY 051,048,CENTRAL,2022,ANNUAL,YEAR,0,0,216.02,26.9
SURVEY,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"COTTON - TREATED, MEASURED IN ACRES","CHEMICAL, INSECTICIDE",NOT SPECIFIED,STATE,NE,NEBRASKA,31,COUNTY 071,170,CENTRAL,2021,ANNUAL,YEAR,0,0,206.31,5.2
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"SOYBEANS - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE",NOT SPECIFIED,STATE,MN,MINNESOTA,27,COUNTY 071,175,CENTRAL,2023,SEASON,YEAR,0,0,147.56,17.3
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"CORN - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,IL,ILLINOIS,17,COUNTY 027,091,CENTRAL,2023,ANNUAL,YEAR,0,0,196.02,29.2
SURVEY,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"ALMONDS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,STATE,IL,ILLINOIS,17,COUNTY 010,170,CENTRAL,2018,SEASON,APR,0,0,31.86,11.0
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"WHEAT - PRODUCTION, MEASURED IN BU","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,ND,NORTH DAKOTA,38,COUNTY 097,002,CENTRAL,2019,ANNUAL,YEAR,0,0,159.98,22.5
CENSUS,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"WHEAT - TREATED, MEASURED IN ACRES","CHEMICAL, INSECTICIDE",NOT SPECIFIED,STATE,IN,INDIANA,18,COUNTY 043,134,CENTRAL,2023,ANNUAL,JUL,0,0,238.39,26.6
SURVEY,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"COTTON - AREA HARVESTED, MEASURED IN ACRES","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,IN,INDIANA,18,COUNTY 055,127,CENTRAL,2020,ANNUAL,YEAR,0,0,40.91,6.4
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,TX,TEXAS,48,COUNTY 071,046,CENTRAL,2021,ANNUAL,OCT,0,0,186.14,29.8
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,IN,INDIANA,18,COUNTY 006,194,CENTRAL,2019,ANNUAL,OCT,0,0,80.54,24.5
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"WHEAT - TREATED, MEASURED IN ACRES","CHEMICAL, HERBICIDE",NOT SPECIFIED,STATE,TX,TEXAS,48,COUNTY 006,106,CENTRAL,2020,ANNUAL,YEAR,0,0,204.37,5.0
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"CORN - AREA HARVESTED, MEASURED IN ACRES",TOTAL,NOT SPECIFIED,STATE,IL,ILLINOIS,17,COUNTY 077,040,CENTRAL,2022,ANNUAL,YEAR,0,0,174.45,10.0
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"SOYBEANS - AREA HARVESTED, MEASURED IN ACRES",TOTAL,NOT SPECIFIED,STATE,CA,CALIFORNIA,06,COUNTY 048,058,CENTRAL,2019,ANNUAL,OCT,0,0,231.58,19.1
CENSUS,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"ALMONDS - AREA HARVESTED, MEASURED IN ACRES",TOTAL,NOT SPECIFIED,STATE,MN,MINNESOTA,27,COUNTY 077,078,CENTRAL,2023,ANNUAL,JUL,0,0,178.13,26.7
SURVEY,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"ALMONDS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,STATE,CA,CALIFORNIA,06,COUNTY 002,033,CENTRAL,2020,ANNUAL,JAN,0,0,102.87,6.7
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"SOYBEANS - TREATED, MEASURED IN ACRES","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,IL,ILLINOIS,17,COUNTY 083,062,CENTRAL,2021,ANNUAL,APR,0,0,3.22,22.2
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE","CHEMICAL, HERBICIDE",NOT SPECIFIED,STATE,SD,SOUTH DAKOTA,46,COUNTY 051,012,CENTRAL,2021,ANNUAL,OCT,0,0,198.33,8.8
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"WHEAT - AREA HARVESTED, MEASURED IN ACRES","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,WI,WISCONSIN,55,COUNTY 061,126,CENTRAL,2020,SEASON,YEAR,0,0,102.41,24.4
SURVEY,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"COTTON - TREATED, MEASURED IN ACRES","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,OH,OHIO,39,COUNTY 019,049,CENTRAL,2022,ANNUAL,APR,0,0,167.82,20.8
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,NE,NEBRASKA,31,COUNTY 002,088,CENTRAL,2023,ANNUAL,YEAR,0,0,26.71,16.2
CENSUS,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"COTTON - PRODUCTION, MEASURED IN BU","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,OH,OHIO,39,COUNTY 051,078,CENTRAL,2020,ANNUAL,JAN,0,0,222.8,19.8
SURVEY,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"ALMONDS - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE",NOT SPECIFIED,STATE,MN,MINNESOTA,27,COUNTY 026,005,CENTRAL,2018,SEASON,JAN,0,0,109.2,26.4
SURVEY,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"COTTON - YIELD, MEASURED IN BU / ACRE","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,IN,INDIANA,18,COUNTY 070,179,CENTRAL,2020,ANNUAL,OCT,0,0,229.96,12.2
