gbifID,occurrenceID,basisOfRecord,scientificName,kingdom,phylum,class,order,family,genus,species,taxonRank,individualCount,eventDate,year,month,day,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,countryCode,stateProvince,occurrenceStatus,license
1000000437,urn:catalog:POLL:436,HUMAN_OBSERVATION,Xylocopa virginica,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,SPECIES,2,2023-09-03,2023,9,3,46.153674,-97.029828,500,US,Pennsylvania,PRESENT,CC_BY_NC_4_0
1000000438,urn:catalog:POLL:437,HUMAN_OBSERVATION,Xylocopa virginica,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,SPECIES,1,2020-04-20,2020,4,20,45.556535,-97.005862,1000,US,Washington,PRESENT,CC_BY_NC_4_0
1000000439,urn:catalog:POLL:438,HUMAN_OBSERVATION,Osmia lignaria,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,SPECIES,10,2020-09-07,2020,9,7,47.884934,-80.341726,500,US,Missouri,PRESENT,CC_BY_4_0
1000000440,urn:catalog:POLL:439,HUMAN_OBSERVATION,Bombus terrestris,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,SPECIES,2,2021-01-17,2021,1,17,25.16046,-88.357432,50,US,Alabama,PRESENT,CC_BY_NC_4_0
1000000441,urn:catalog:POLL:440,HUMAN_OBSERVATION,Apis mellifera,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,50,2020-01-07,2020,1,7,44.655588,-88.087366,50,US,Illinois,PRESENT,CC_BY_NC_4_0
1000000442,urn:catalog:POLL:441,PRESERVED_SPECIMEN,Xylocopa virginica,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,SPECIES,2,2021-04-03,2021,4,3,42.542532,-98.608757,1000,US,South Dakota,PRESENT,CC_BY_NC_4_0
1000000443,urn:catalog:POLL:442,MACHINE_OBSERVATION,Apis mellifera,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,3,2023-01-12,2023,1,12,29.988666,-93.961204,100,US,Alabama,PRESENT,CC_BY_4_0
1000000444,urn:catalog:POLL:443,HUMAN_OBSERVATION,Xylocopa virginica,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,SPECIES,1,2020-07-26,2020,7,26,47.451682,-81.621234,10,US,Illinois,PRESENT,CC0_1_0
1000000445,urn:catalog:POLL:444,HUMAN_OBSERVATION,Danaus plexippus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,2,2022-06-18,2022,6,18,28.05627,-77.008397,100,US,Arizona,PRESENT,CC_BY_NC_4_0
1000000446,urn:catalog:POLL:445,HUMAN_OBSERVATION,Bombus terrestris,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,SPECIES,1,2023-11-14,2023,11,14,40.809198,-84.447719,100,US,Illinois,PRESENT,CC_BY_4_0
1000000447,urn:catalog:POLL:446,PRESERVED_SPECIMEN,Bombus terrestris,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,SPECIES,5,2023-08-30,2023,8,30,29.897365,-71.365803,10,US,South Dakota,PRESENT,CC_BY_NC_4_0
1000000448,urn:catalog:POLL:447,PRESERVED_SPECIMEN,Megachile rotundata,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile rotundata,SPECIES,5,2020-01-22,2020,1,22,34.853136,-77.331365,50,US,Nebraska,PRESENT,CC_BY_4_0
1000000449,urn:catalog:POLL:448,HUMAN_OBSERVATION,Osmia lignaria,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,SPECIES,5,2021-02-13,2021,2,13,41.759838,-92.192832,50,US,Florida,PRESENT,CC_BY_NC_4_0
1000000450,urn:catalog:POLL:449,HUMAN_OBSERVATION,Megachile rotundata,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile rotundata,SPECIES,3,2022-06-13,2022,6,13,38.019791,-85.894151,10,US,Wisconsin,PRESENT,CC_BY_4_0
1000000451,urn:catalog:POLL:450,PRESERVED_SPECIMEN,Megachile rotundata,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile rotundata,SPECIES,5,2021-05-29,2021,5,29,34.760044,-71.237274,500,US,South Dakota,PRESENT,CC0_1_0
1000000452,urn:catalog:POLL:451,HUMAN_OBSERVATION,Megachile rotundata,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile rotundata,SPECIES,1,2023-02-24,2023,2,24,32.332122,-88.897837,100,US,Alabama,PRESENT,CC0_1_0
1000000453,urn:catalog:POLL:452,HUMAN_OBSERVATION,Megachile rotundata,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile rotundata,SPECIES,2,2022-03-19,2022,3,19,44.651832,-77.0736,1000,US,Alabama,PRESENT,CC0_1_0
1000000454,urn:catalog:POLL:453,HUMAN_OBSERVATION,Megachile rotundata,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile rotundata,SPECIES,3,2022-05-23,2022,5,23,27.951544,-84.893396,50,US,Pennsylvania,PRESENT,CC_BY_NC_4_0
1000000455,urn:catalog:POLL:454,HUMAN_OBSERVATION,Vanessa cardui,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,SPECIES,3,2020-01-14,2020,1,14,34.822469,-92.763659,1000,US,Alabama,PRESENT,CC_BY_4_0
1000000456,urn:catalog:POLL:455,HUMAN_OBSERVATION,Bombus terrestris,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,SPECIES,3,2022-08-28,2022,8,28,46.190182,-110.594304,10,US,Florida,PRESENT,CC_BY_NC_4_0
1000000457,urn:catalog:POLL:456,PRESERVED_SPECIMEN,Megachile rotundata,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile rotundata,SPECIES,1,2022-09-04,2022,9,4,44.800389,-100.005143,1000,US,Iowa,PRESENT,CC_BY_NC_4_0
1000000458,urn:catalog:POLL:457,HUMAN_OBSERVATION,Xylocopa virginica,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,SPECIES,1,2022-10-10,2022,10,10,34.122602,-68.854788,1000,US,Missouri,PRESENT,CC_BY_4_0
1000000459,urn:catalog:POLL:458,HUMAN_OBSERVATION,Bombus terrestris,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,SPECIES,10,2022-11-01,2022,11,1,42.814601,-86.67849,100,US,Iowa,PRESENT,CC_BY_NC_4_0
1000000460,urn:catalog:POLL:459,HUMAN_OBSERVATION,Bombus terrestris,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,SPECIES,2,2020-03-27,2020,3,27,44.25586,-92.047266,10,US,Pennsylvania,PRESENT,CC_BY_4_0
1000000461,urn:catalog:POLL:460,HUMAN_OBSERVATION,Bombus impatiens,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus impatiens,SPECIES,1,2022-06-27,2022,6,27,45.833298,-70.854994,1000,US,Wisconsin,PRESENT,CC_BY_4_0
1000000462,urn:catalog:POLL:461,HUMAN_OBSERVATION,Vanessa cardui,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,SPECIES,5,2023-08-17,2023,8,17,37.568138,-90.775573,50,US,Minnesota,PRESENT,CC0_1_0
1000000463,urn:catalog:POLL:462,HUMAN_OBSERVATION,Megachile rotundata,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile rotundata,SPECIES,10,2023-06-20,2023,6,20,29.407061,-94.250255,10,US,Alabama,PRESENT,CC0_1_0
1000000464,urn:catalog:POLL:463,PRESERVED_SPECIMEN,Apis mellifera,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,1,2020-05-01,2020,5,1,30.627418,-80.839626,50,US,South Dakota,PRESENT,CC0_1_0
1000000465,urn:catalog:POLL:464,HUMAN_OBSERVATION,Danaus plexippus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,5,2023-03-16,2023,3,16,31.596672,-83.521727,500,US,Washington,PRESENT,CC_BY_4_0
1000000466,urn:catalog:POLL:465,HUMAN_OBSERVATION,Osmia lignaria,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,SPECIES,25,2022-01-19,2022,1,19,38.75126,-113.3933,1000,US,Kansas,PRESENT,CC0_1_0
1000000467,urn:catalog:POLL:466,HUMAN_OBSERVATION,Xylocopa virginica,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,SPECIES,25,2023-10-11,2023,10,11,25.287431,-97.399774,10,US,Arizona,PRESENT,CC_BY_4_0
1000000468,urn:catalog:POLL:467,HUMAN_OBSERVATION,Apis mellifera,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,10,2021-11-15,2021,11,15,39.765019,-97.330362,50,US,Illinois,PRESENT,CC_BY_NC_4_0
1000000469,urn:catalog:POLL:468,PRESERVED_SPECIMEN,Vanessa cardui,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,SPECIES,2,2020-11-04,2020,11,4,33.244502,-102.75209,1000,US,Texas,PRESENT,CC0_1_0
1000000470,urn:catalog:POLL:469,HUMAN_OBSERVATION,Danaus plexippus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,1,2021-11-25,2021,11,25,31.585803,-94.755625,100,US,Arizona,PRESENT,CC_BY_4_0
1000000471,urn:catalog:POLL:470,MACHINE_OBSERVATION,Vanessa cardui,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,SPECIES,1,2020-10-14,2020,10,14,45.607918,-100.746325,50,US,South Dakota,PRESENT,CC_BY_4_0
1000000472,urn:catalog:POLL:471,HUMAN_OBSERVATION,Xylocopa virginica,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,SPECIES,1,2020-11-02,2020,11,2,35.540057,-113.037634,50,US,Georgia,PRESENT,CC_BY_4_0
1000000473,urn:catalog:POLL:472,PRESERVED_SPECIMEN,Bombus terrestris,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,SPECIES,2,2022-07-02,2022,7,2,26.781273,-100.788927,500,US,Kansas,PRESENT,CC_BY_4_0
1000000474,urn:catalog:POLL:473,HUMAN_OBSERVATION,Danaus plexippus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,1,2021-10-23,2021,10,23,44.341922,-120.344076,100,US,Iowa,PRESENT,CC0_1_0
1000000475,urn:catalog:POLL:474,HUMAN_OBSERVATION,Bombus terrestris,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,SPECIES,1,2021-07-02,2021,7,2,25.64339,-91.392313,500,US,Indiana,PRESENT,CC0_1_0
1000000476,urn:catalog:POLL:475,HUMAN_OBSERVATION,Xylocopa virginica,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,SPECIES,1,2023-10-07,2023,10,7,41.941981,-75.414863,100,US,Minnesota,PRESENT,CC0_1_0
1000000477,urn:catalog:POLL:476,HUMAN_OBSERVATION,Apis mellifera,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,1,2020-11-07,2020,11,7,43.073749,-82.795993,50,US,Iowa,PRESENT,CC_BY_4_0
1000000478,urn:catalog:POLL:477,PRESERVED_SPECIMEN,Xylocopa virginica,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,SPECIES,5,2022-05-22,2022,5,22,32.962463,-103.777343,500,US,Texas,PRESENT,CC_BY_NC_4_0
1000000479,urn:catalog:POLL:478,PRESERVED_SPECIMEN,Apis mellifera,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,1,2022-12-18,2022,12,18,44.294909,-119.493406,1000,US,Texas,PRESENT,CC_BY_4_0
1000000480,urn:catalog:POLL:479,HUMAN_OBSERVATION,Danaus plexippus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,2,2022-07-12,2022,7,12,36.875826,-112.87641,100,US,Iowa,PRESENT,CC_BY_NC_4_0
1000000481,urn:catalog:POLL:480,HUMAN_OBSERVATION,Danaus plexippus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,2,2022-01-24,2022,1,24,35.619048,-93.134305,50,US,Indiana,PRESENT,CC0_1_0
1000000482,urn:catalog:POLL:481,HUMAN_OBSERVATION,Megachile rotundata,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile rotundata,SPECIES,1,2020-02-04,2020,2,4,25.589679,-112.594218,10,US,North Carolina,PRESENT,CC_BY_4_0
1000000483,urn:catalog:POLL:482,PRESERVED_SPECIMEN,Vanessa cardui,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,SPECIES,25,2021-03-20,2021,3,20,31.460701,-93.221546,100,US,Arizona,PRESENT,CC_BY_4_0
1000000484,urn:catalog:POLL:483,HUMAN_OBSERVATION,Megachile rotundata,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile rotundata,SPECIES,2,2020-04-02,2020,4,2,46.844239,-111.183056,100,US,Alabama,PRESENT,CC0_1_0
1000000485,urn:catalog:POLL:484,HUMAN_OBSERVATION,Vanessa cardui,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,SPECIES,1,2023-05-15,2023,5,15,33.903775,-75.686878,1000,US,Iowa,PRESENT,CC_BY_4_0
1000000486,urn:catalog:POLL:485,HUMAN_OBSERVATION,Megachile rotundata,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile rotundata,SPECIES,1,2020-12-18,2020,12,18,37.620812,-101.65689,100,US,Iowa,PRESENT,CC_BY_NC_4_0
1000000487,urn:catalog:POLL:486,PRESERVED_SPECIMEN,Bombus terrestris,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,SPECIES,1,2022-06-21,2022,6,21,37.26852,-110.380839,100,US,Nebraska,PRESENT,CC_BY_NC_4_0
1000000488,urn:catalog:POLL:487,HUMAN_OBSERVATION,Danaus plexippus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,1,2023-09-17,2023,9,17,38.670346,-77.791245,1000,US,Indiana,PRESENT,CC_BY_NC_4_0
1000000489,urn:catalog:POLL:488,PRESERVED_SPECIMEN,Apis mellifera,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,1,2022-05-11,2022,5,11,25.971943,-104.78676,1000,US,Virginia,PRESENT,CC_BY_4_0
1000000490,urn:catalog:POLL:489,PRESERVED_SPECIMEN,Vanessa cardui,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,SPECIES,2,2020-06-07,2020,6,7,33.19223,-118.089458,500,US,Florida,PRESENT,CC_BY_4_0
1000000491,urn:catalog:POLL:490,HUMAN_OBSERVATION,Xylocopa virginica,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,SPECIES,10,2022-08-14,2022,8,14,41.855079,-91.701454,50,US,California,PRESENT,CC_BY_NC_4_0
1000000492,urn:catalog:POLL:491,HUMAN_OBSERVATION,Vanessa cardui,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,SPECIES,3,2020-01-24,2020,1,24,29.313446,-91.060058,50,US,Virginia,PRESENT,CC_BY_4_0
1000000493,urn:catalog:POLL:492,PRESERVED_SPECIMEN,Apis mellifera,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,1,2021-02-07,2021,2,7,29.385881,-83.404999,500,US,Colorado,PRESENT,CC_BY_NC_4_0
1000000494,urn:catalog:POLL:493,HUMAN_OBSERVATION,Megachile rotundata,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile rotundata,SPECIES,1,2022-03-15,2022,3,15,24.742175,-110.687383,50,US,Oregon,PRESENT,CC0_1_0
1000000495,urn:catalog:POLL:494,MACHINE_OBSERVATION,Vanessa cardui,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,SPECIES,2,2021-05-30,2021,5,30,34.999566,-98.983148,100,US,Ohio,PRESENT,CC_BY_NC_4_0
1000000496,urn:catalog:POLL:495,HUMAN_OBSERVATION,Osmia lignaria,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,SPECIES,1,2022-01-01,2022,1,1,45.685625,-108.263845,500,US,Ohio,PRESENT,CC0_1_0
1000000497,urn:catalog:POLL:496,HUMAN_OBSERVATION,Bombus terrestris,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,SPECIES,1,2023-10-19,2023,10,19,25.745623,-119.84516,500,US,Texas,PRESENT,CC0_1_0
1000000498,urn:catalog:POLL:497,MACHINE_OBSERVATION,Danaus plexippus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,5,2023-11-06,2023,11,6,29.086849,-74.094705,50,US,California,PRESENT,CC0_1_0
1000000499,urn:catalog:POLL:498,HUMAN_OBSERVATION,Apis mellifera,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,1,2021-06-15,2021,6,15,31.942029,-82.589986,10,US,Georgia,PRESENT,CC_BY_NC_4_0
1000000500,urn:catalog:POLL:499,HUMAN_OBSERVATION,Danaus plexippus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,5,2022-08-13,2022,8,13,42.061394,-107.165874,50,US,Alabama,PRESENT,CC_BY_NC_4_0
1000000501,urn:catalog:POLL:500,PRESERVED_SPECIMEN,Osmia lignaria,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,SPECIES,1,2020-05-31,2020,5,31,39.875254,-90.036053,10,US,Virginia,PRESENT,CC_BY_4_0
1000000502,urn:catalog:POLL:501,HUMAN_OBSERVATION,Vanessa cardui,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,SPECIES,25,2022-08-04,2022,8,4,34.482654,-112.927332,500,US,Ohio,PRESENT,CC_BY_4_0
1000000503,urn:catalog:POLL:502,HUMAN_OBSERVATION,Vanessa cardui,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,SPECIES,3,2021-08-30,2021,8,30,42.717655,-73.311394,10,US,North Carolina,PRESENT,CC0_1_0
1000000504,urn:catalog:POLL:503,HUMAN_OBSERVATION,Xylocopa virginica,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,SPECIES,3,2021-02-23,2021,2,23,39.131144,-117.892885,100,US,Illinois,PRESENT,CC_BY_NC_4_0
1000000505,urn:catalog:POLL:504,PRESERVED_SPECIMEN,Osmia lignaria,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,SPECIES,1,2023-06-27,2023,6,27,46.004979,-124.279364,1000,US,Arizona,PRESENT,CC_BY_4_0
1000000506,urn:catalog:POLL:505,PRESERVED_SPECIMEN,Apis mellifera,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,10,2023-02-14,2023,2,14,44.132642,-95.634529,10,US,Kansas,PRESENT,CC_BY_4_0
1000000507,urn:catalog:POLL:506,HUMAN_OBSERVATION,Xylocopa virginica,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,SPECIES,5,2022-05-15,2022,5,15,30.567527,-90.97015,1000,US,North Carolina,PRESENT,CC_BY_4_0
1000000508,urn:catalog:POLL:507,PRESERVED_SPECIMEN,Bombus terrestris,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,SPECIES,3,2021-07-31,2021,7,31,31.014526,-91.209494,100,US,Georgia,PRESENT,CC_BY_NC_4_0
1000000509,urn:catalog:POLL:508,PRESERVED_SPECIMEN,Xylocopa virginica,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,SPECIES,2,2020-11-30,2020,11,30,27.508555,-121.365564,1000,US,Arizona,PRESENT,CC_BY_4_0
1000000510,urn:catalog:POLL:509,HUMAN_OBSERVATION,Bombus impatiens,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus impatiens,SPECIES,3,2023-12-12,2023,12,12,32.587153,-106.442481,100,US,Oregon,PRESENT,CC0_1_0
1000000511,urn:catalog:POLL:510,HUMAN_OBSERVATION,Apis mellifera,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,1,2022-07-20,2022,7,20,48.489054,-95.796061,1000,US,Alabama,PRESENT,CC_BY_NC_4_0
1000000512,urn:catalog:POLL:511,HUMAN_OBSERVATION,Bombus impatiens,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus impatiens,SPECIES,2,2020-10-21,2020,10,21,34.238028,-112.046697,1000,US,Alabama,PRESENT,CC_BY_4_0
1000000513,urn:catalog:POLL:512,HUMAN_OBSERVATION,Osmia lignaria,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,SPECIES,5,2022-01-24,2022,1,24,29.791722,-74.324012,50,US,Colorado,PRESENT,CC_BY_4_0
1000000514,urn:catalog:POLL:513,PRESERVED_SPECIMEN,Megachile rotundata,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile rotundata,SPECIES,1,2023-10-26,2023,10,26,42.799589,-119.491216,10,US,Texas,PRESENT,CC_BY_NC_4_0
1000000515,urn:catalog:POLL:514,PRESERVED_SPECIMEN,Bombus impatiens,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus impatiens,SPECIES,1,2020-07-04,2020,7,4,37.519304,-96.475395,1000,US,Ohio,PRESENT,CC_BY_4_0
1000000516,urn:catalog:POLL:515,HUMAN_OBSERVATION,Bombus terrestris,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,SPECIES,2,2023-06-23,2023,6,23,28.090435,-84.743577,500,US,Indiana,PRESENT,CC_BY_4_0
1000000517,urn:catalog:POLL:516,HUMAN_OBSERVATION,Xylocopa virginica,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,SPECIES,3,2021-09-28,2021,9,28,33.636552,-109.449312,50,US,Alabama,PRESENT,CC0_1_0
1000000518,urn:catalog:POLL:517,HUMAN_OBSERVATION,Megachile rotundata,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile rotundata,SPECIES,1,2023-07-15,2023,7,15,34.447273,-88.606158,10,US,South Dakota,PRESENT,CC_BY_NC_4_0
1000000519,urn:catalog:POLL:518,HUMAN_OBSERVATION,Xylocopa virginica,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,SPECIES,1,2023-06-14,2023,6,14,42.591913,-76.810354,50,US,Minnesota,PRESENT,CC_BY_4_0
1000000520,urn:catalog:POLL:519,HUMAN_OBSERVATION,Bombus impatiens,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus impatiens,SPECIES,1,2021-06-13,2021,6,13,24.996113,-113.555624,10,US,Oregon,PRESENT,CC_BY_NC_4_0
1000000521,urn:catalog:POLL:520,HUMAN_OBSERVATION,Xylocopa virginica,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,SPECIES,5,2020-01-21,2020,1,21,30.956472,-71.759816,100,US,Kansas,PRESENT,CC_BY_NC_4_0
1000000522,urn:catalog:POLL:521,HUMAN_OBSERVATION,Osmia lignaria,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,SPECIES,1,2022-06-29,2022,6,29,36.922311,-92.670384,1000,US,Missouri,PRESENT,CC0_1_0
1000000523,urn:catalog:POLL:522,HUMAN_OBSERVATION,Megachile rotundata,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile rotundata,SPECIES,3,2022-05-16,2022,5,16,30.952322,-107.29416,500,US,Iowa,PRESENT,CC0_1_0
1000000524,urn:catalog:POLL:523,PRESERVED_SPECIMEN,Osmia lignaria,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,SPECIES,1,2022-03-04,2022,3,4,39.582417,-99.725649,50,US,Illinois,PRESENT,CC_BY_NC_4_0
1000000525,urn:catalog:POLL:524,HUMAN_OBSERVATION,Bombus impatiens,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus impatiens,SPECIES,5,2020-04-09,2020,4,9,36.06482,-106.548967,50,US,Missouri,PRESENT,CC0_1_0
1000000526,urn:catalog:POLL:525,HUMAN_OBSERVATION,Osmia lignaria,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,SPECIES,25,2022-01-21,2022,1,21,33.181046,-82.806108,50,US,North Carolina,PRESENT,CC0_1_0
1000000527,urn:catalog:POLL:526,HUMAN_OBSERVATION,Bombus terrestris,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,SPECIES,1,2021-04-22,2021,4,22,47.281007,-78.712712,50,US,Indiana,PRESENT,CC_BY_4_0
1000000528,urn:catalog:POLL:527,HUMAN_OBSERVATION,Bombus impatiens,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus impatiens,SPECIES,1,2023-08-14,2023,8,14,39.671828,-76.6061,1000,US,Oregon,PRESENT,CC0_1_0
1000000529,urn:catalog:POLL:528,HUMAN_OBSERVATION,Bombus impatiens,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus impatiens,SPECIES,5,2022-07-28,2022,7,28,27.618593,-67.818326,10,US,Florida,PRESENT,CC0_1_0
1000000530,urn:catalog:POLL:529,HUMAN_OBSERVATION,Bombus impatiens,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus impatiens,SPECIES,1,2021-06-09,2021,6,9,37.942201,-79.001153,1000,US,New York,PRESENT,CC_BY_4_0
1000000531,urn:catalog:POLL:530,PRESERVED_SPECIMEN,Apis mellifera,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,1,2020-11-29,2020,11,29,43.237564,-89.920416,100,US,Arizona,PRESENT,CC_BY_4_0
