ID,DATE,ELEMENT,DATA_VALUE,M_FLAG,Q_FLAG,S_FLAG,OBS_TIME
USW0043012,20200217,PRCP,31,,,N,
USW0043012,20200217,SNWD,5,,,X,1700
USW0043012,20200217,TMIN,91,,,N,1800
USW0043012,20200217,TMAX,233,,,K,0800
USW0043012,20200218,SNOW,13,,,7,1800
USW0043012,20200218,SNWD,3,,,K,1800
USW0043012,20200218,TMAX,147,,,W,0800
USW0043012,20200219,TMIN,180,,,K,1700
USW0043012,20200219,PRCP,15,,,X,0700
USW0043012,20200219,TMAX,181,,,W,
USW0043012,20200307,TMIN,50,,,N,0700
USW0043012,20200307,SNWD,14,,,N,0700
USW0043012,20200307,PRCP,8,,,K,1800
USW0043012,20200314,SNWD,1,,,7,0800
USW0043012,20200314,TMAX,299,,,N,0800
USW0043012,20200314,TMIN,36,,,K,1800
USW0043012,20200315,TMAX,99,,,7,0800
USW0043012,20200315,SNWD,48,,,W,0700
USW0043012,20200315,TMIN,92,,,N,0700
USW0043012,20200316,TMIN,167,,,7,1700
USW0043012,20200316,PRCP,10,,,7,0800
USW0043012,20200316,SNWD,33,,,X,1800
USW0043012,20200316,TMAX,299,,,7,
USW0043012,20200320,TMAX,186,,,N,0700
USW0043012,20200320,TMIN,19,,,7,0800
USW0043012,20200329,SNOW,1,,,K,1700
USW0043012,20200329,PRCP,46,,,K,0800
USW0043012,20200329,TMAX,8,,,K,
USW0043012,20200329,TMIN,114,,,X,0700
USW0043012,20200331,PRCP,102,,,7,1700
USW0043012,20200331,SNOW,6,,,W,0800
USW0043012,20200405,PRCP,30,,,X,0800
USW0043012,20200405,TMAX,123,,,7,0800
USW0043012,20200405,TMIN,-18,,,W,
USW0043012,20200414,SNWD,14,,,7,0800
USW0043012,20200414,PRCP,19,,,7,1800
USW0043012,20200414,TMIN,2,,,W,0800
USW0043012,20200417,TMIN,154,,,N,0700
USW0043012,20200417,SNOW,0,,,K,
USW0043012,20200421,TMAX,149,,,7,
USW0043012,20200421,SNWD,68,,,K,1700
USW0043012,20200421,PRCP,3,,,X,
USW0043012,20200426,SNOW,2,,,W,1700
USW0043012,20200426,SNWD,2,,,N,1800
USW0043012,20200426,TMAX,152,,,N,0700
USW0043012,20200426,PRCP,5,,,N,0800
USW0043012,20200429,TMAX,193,,,W,1700
USW0043012,20200429,PRCP,9,,,7,1800
USW0043012,20200429,SNWD,7,,,W,1800
USW0043012,20200429,TMIN,-125,,,K,
USW0043012,20200503,SNOW,8,,,W,0800
USW0043012,20200503,PRCP,5,,,N,0800
USW0043012,20200503,TMIN,206,,,X,0700
USW0043012,20200506,TMAX,214,,,7,
USW0043012,20200506,SNOW,10,,,X,
USW0043012,20200506,SNWD,5,,,N,
USW0043012,20200506,TMIN,44,,,7,1800
USW0043012,20200508,TMIN,120,,,7,0700
USW0043012,20200508,SNWD,8,,,X,
USW0043012,20200508,TMAX,201,,,W,
USW0043012,20200508,PRCP,26,,,K,
USW0043012,20200509,PRCP,12,,,7,0700
USW0043012,20200509,TMAX,154,,,N,
USW0043012,20200509,TMIN,26,,,7,1700
USW0043012,20200509,SNOW,10,,,X,1800
USW0043012,20200516,SNOW,3,,,K,1700
USW0043012,20200516,PRCP,52,,,7,0800
USW0043012,20200516,TMIN,71,,,K,0800
USW0043012,20200516,SNWD,30,,,W,
USW0043012,20200517,SNOW,11,,,X,
USW0043012,20200517,TMIN,29,,,W,0800
USW0043012,20200517,TMAX,157,,,W,0700
USW0043012,20200517,PRCP,48,,,X,
USW0043012,20200519,TMIN,9,,,N,1800
USW0043012,20200519,SNOW,5,,,N,
USW0043012,20200519,TMAX,317,,,K,0800
USW0043012,20200524,SNWD,11,,,K,1800
USW0043012,20200524,SNOW,9,,,N,0700
USW0043012,20200524,TMAX,292,,,X,0700
USW0043012,20200527,PRCP,12,,,W,0800
USW0043012,20200527,TMAX,121,,,7,0800
USW0043012,20200527,SNOW,24,,,7,1700
USW0043012,20200605,TMAX,110,,,W,1700
USW0043012,20200605,SNWD,13,,,7,0800
USW0043012,20200605,TMIN,-20,,,K,1800
USW0043012,20200605,SNOW,25,,,7,1800
USW0043012,20200607,TMAX,139,,,N,0700
USW0043012,20200607,TMIN,200,,,W,0700
USW0043012,20200608,TMAX,284,,,X,0800
USW0043012,20200608,SNWD,42,,,K,0700
USW0043012,20200611,TMIN,154,,,7,0800
USW0043012,20200611,PRCP,22,,,K,
USW0043012,20200611,TMAX,265,,,X,
USW0043012,20200614,SNWD,2,,,N,0700
USW0043012,20200614,TMAX,314,,,7,0800
USW0043012,20200614,SNOW,30,,,K,1800
USW0043012,20200617,TMIN,-99,,,7,
USW0043012,20200617,SNWD,1,,,N,
USW0043012,20200617,PRCP,12,,,W,
USW0043012,20200617,SNOW,4,,,X,
USW0043012,20200621,SNOW,17,,,X,
USW0043012,20200621,PRCP,0,,,W,0800
USW0043012,20200627,PRCP,19,,,W,0700
USW0043012,20200627,TMAX,175,,,7,0800
USW0043012,20200627,SNOW,1,,,X,1800
USW0043012,20200701,PRCP,37,,,W,
USW0043012,20200701,SNWD,36,,,K,0800
USW0043012,20200701,TMIN,155,,,W,1700
USW0043012,20200701,TMAX,120,,,K,1800
USW0043012,20200716,TMAX,93,,,7,1800
USW0043012,20200716,TMIN,53,,,7,1700
USW0043012,20200716,PRCP,14,,,W,1700
USW0043012,20200716,SNOW,27,,,K,
USW0043012,20200717,SNOW,6,,,X,1700
USW0043012,20200717,PRCP,16,,,7,1700
USW0043012,20200717,TMIN,114,,,N,1700
USW0043012,20200720,TMIN,25,,,K,0800
USW0043012,20200720,TMAX,242,,,7,
USW0043012,20200720,SNWD,12,,,K,1800
USW0043012,20200720,SNOW,3,,,W,0800
USW0043012,20200722,SNOW,10,,,K,1700
USW0043012,20200722,TMAX,113,,,N,0800
USW0043012,20200722,TMIN,-80,,,W,0700
USW0043012,20200722,SNWD,10,,,N,1800
USW0043012,20200723,SNWD,76,,,W,0700
USW0043012,20200723,TMIN,-38,,,N,1700
USW0043012,20200723,SNOW,5,,,7,1800
USW0043012,20200813,PRCP,31,,,N,
USW0043012,20200813,TMAX,177,,,X,
USW0043012,20200814,TMIN,62,,,N,0800
USW0043012,20200814,PRCP,2,,,K,1700
USW0043012,20200814,SNOW,7,,,N,0800
USW0043012,20200824,TMIN,0,,,X,0800
USW0043012,20200824,TMAX,163,,,X,1700
USW0043012,20200824,SNOW,12,,,K,1700
USW0043012,20200824,PRCP,19,,,X,0800
USW0043012,20200826,TMIN,152,,,K,0700
USW0043012,20200826,TMAX,204,,,7,
USW0043012,20200904,TMIN,49,,,K,1800
USW0043012,20200904,PRCP,37,,,X,
USW0043012,20200904,SNWD,11,,,X,0800
USW0043012,20200911,PRCP,99,,,W,0700
USW0043012,20200911,TMIN,98,,,W,0700
USW0043012,20200911,TMAX,240,,,W,
USW0043012,20201003,PRCP,152,,,K,0700
USW0043012,20201003,SNOW,7,,,7,1700
USW0043012,20201008,SNWD,8,,,7,
USW0043012,20201008,SNOW,14,,,N,0800
USW0043012,20201011,SNWD,7,,,W,0700
USW0043012,20201011,SNOW,2,,,W,0800
USW0043012,20201012,TMAX,244,,,W,
USW0043012,20201012,SNOW,21,,,X,1800
USW0043012,20201012,SNWD,0,,,7,
USW0043012,20201013,TMAX,281,,,W,1700
USW0043012,20201013,PRCP,52,,,7,0800
USW0043012,20201013,TMIN,194,,,X,0700
USW0043012,20201023,TMIN,194,,,X,
USW0043012,20201023,PRCP,14,,,K,1800
USW0043012,20201024,PRCP,8,,,K,1800
USW0043012,20201024,TMAX,93,,,7,0700
USW0043012,20201024,TMIN,99,,,W,0700
USW0043012,20201024,SNWD,65,,,7,0700
USW0043012,20201029,TMAX,200,,,X,1800
USW0043012,20201029,SNWD,24,,,W,0700
USW0043012,20201101,TMAX,160,,,K,0800
USW0043012,20201101,SNOW,9,,,X,0800
USW0043012,20201101,TMIN,-22,,,N,1800
USW0043012,20201101,SNWD,15,,,X,
USW0043012,20201104,SNOW,19,,,N,0800
USW0043012,20201104,TMAX,185,,,W,
USW0043012,20201104,SNWD,37,,,N,
USW0043012,20201105,SNWD,16,,,W,0700
USW0043012,20201105,SNOW,15,,,K,0700
USW0043012,20201105,TMAX,281,,,N,1800
USW0043012,20201105,PRCP,2,,,7,1700
USW0043012,20201109,SNOW,5,,,W,0700
USW0043012,20201109,TMAX,185,,,X,0700
USW0043012,20201109,PRCP,19,,,X,
USW0043012,20201111,TMIN,83,,,X,
USW0043012,20201111,PRCP,33,,,7,1800
USW0043012,20201111,SNOW,0,,,7,0700
USW0043012,20201116,TMAX,220,,,X,1800
USW0043012,20201116,SNWD,8,,,N,
USW0043012,20201116,SNOW,9,,,K,1800
USW0043012,20201130,PRCP,66,,,K,1700
USW0043012,20201130,TMIN,37,,,7,0700
USW0043012,20201130,SNOW,7,,,K,0800
USW0043012,20201204,SNOW,2,,,X,1800
USW0043012,20201204,SNWD,2,,,X,1700
USW0043012,20201208,TMAX,20,,,7,0700
USW0043012,20201208,TMIN,61,,,X,1800
USW0043012,20201208,PRCP,17,,,K,0700
USW0043012,20201208,SNWD,4,,,X,1700
USW0043012,20201209,PRCP,48,,,W,0800
USW0043012,20201209,SNOW,18,,,W,0800
USW0043012,20201218,PRCP,153,,,W,0700
USW0043012,20201218,SNOW,27,,,X,0800
USW0043012,20201220,TMIN,38,,,N,
USW0043012,20201220,TMAX,173,,,K,0800
USW0043012,20201220,SNOW,0,,,X,1700
USW0043012,20201225,SNWD,15,,,X,0800
USW0043012,20201225,PRCP,15,,,7,
USW0043012,20201229,PRCP,38,,,7,0800
USW0043012,20201229,TMIN,93,,,X,0700
USW0043012,20201229,SNWD,12,,,N,1800
USW0043012,20201229,SNOW,0,,,W,0800
USW0043012,20210102,SNOW,19,,,K,
USW0043012,20210102,SNWD,31,,,K,1800
USW0043012,20210104,SNWD,33,,,N,0800
USW0043012,20210104,SNOW,7,,,W,1700
USW0043012,20210111,PRCP,37,,,K,1800
USW0043012,20210111,TMAX,209,,,W,1800
USW0043012,20210111,TMIN,-104,,,X,1800
USW0043012,20210111,SNWD,17,,,W,
USW0043012,20210114,SNWD,7,,,K,1700
USW0043012,20210114,PRCP,99,,,W,0800
USW0043012,20210114,TMAX,229,,,W,1700
USW0043012,20210114,SNOW,2,,,K,0700
USW0043012,20210119,PRCP,25,,,X,0700
USW0043012,20210119,SNOW,5,,,K,
USW0043012,20210119,TMIN,100,,,7,0700
USW0043012,20210121,PRCP,31,,,N,1700
USW0043012,20210121,SNWD,28,,,7,0700
USW0043012,20210122,SNOW,12,,,X,1700
USW0043012,20210122,SNWD,2,,,K,1700
USW0043012,20210125,SNWD,2,,,N,1800
USW0043012,20210125,TMIN,21,,,7,0700
USW0043012,20210125,TMAX,129,,,X,1800
USW0043012,20210126,SNWD,50,,,X,1700
USW0043012,20210126,PRCP,82,,,X,0700
USW0043012,20210126,TMIN,92,,,X,1800
USW0043012,20210126,SNOW,4,,,N,0800
USW0043012,20210130,PRCP,22,,,7,1800
USW0043012,20210130,SNOW,7,,,7,1800
USW0043012,20210130,TMAX,192,,,X,1700
USW0043012,20210130,TMIN,40,,,W,0700
USW0043012,20210202,PRCP,23,,,X,0700
USW0043012,20210202,TMAX,211,,,7,1800
USW0043012,20210202,TMIN,-25,,,W,0800
USW0043012,20210202,SNWD,7,,,X,
USW0043012,20210208,TMAX,196,,,X,0800
USW0043012,20210208,PRCP,25,,,W,0700
USW0043012,20210208,SNOW,5,,,W,0700
USW0043012,20210208,SNWD,21,,,W,1800
USW0043012,20210217,TMAX,138,,,X,
USW0043012,20210217,PRCP,11,,,7,1700
USW0043012,20210217,SNWD,6,,,N,0700
USW0043012,20210217,TMIN,61,,,N,1700
USW0043012,20210220,SNWD,65,,,N,0800
USW0043012,20210220,SNOW,12,,,W,1800
USW0043012,20210303,PRCP,41,,,X,1700
USW0043012,20210303,TMAX,82,,,K,0800
USW0043012,20210308,PRCP,5,,,N,1800
USW0043012,20210308,SNWD,51,,,N,0800
USW0043012,20210308,SNOW,18,,,7,0700
USW0043012,20210309,PRCP,37,,,W,1700
USW0043012,20210309,TMIN,8,,,W,1700
USW0043012,20210309,TMAX,126,,,X,0700
USW0043012,20210315,SNOW,8,,,X,0800
USW0043012,20210315,TMIN,77,,,N,0700
USW0043012,20210315,SNWD,4,,,N,1800
USW0043012,20210322,PRCP,17,,,X,0700
USW0043012,20210322,SNOW,3,,,K,1700
USW0043012,20210322,TMIN,114,,,N,0700
USW0043012,20210322,TMAX,208,,,K,
USW0043012,20210323,SNWD,40,,,X,0700
USW0043012,20210323,PRCP,25,,,K,1800
USW0043012,20210323,TMIN,1,,,W,0800
USW0043012,20210323,TMAX,299,,,7,1700
USW0043012,20210325,TMIN,9,,,7,
USW0043012,20210325,SNOW,1,,,N,0800
USW0043012,20210325,PRCP,17,,,X,1700
USW0043012,20210326,PRCP,12,,,K,1700
USW0043012,20210326,SNOW,10,,,W,
USW0043012,20210329,PRCP,36,,,7,1800
USW0043012,20210329,TMIN,19,,,W,0800
USW0043012,20210329,SNWD,0,,,X,1700
USW0043012,20210329,TMAX,203,,,K,0800
USW0043012,20210405,TMAX,109,,,K,1700
USW0043012,20210405,PRCP,22,,,W,1700
USW0043012,20210411,SNOW,18,,,7,0800
USW0043012,20210411,PRCP,14,,,W,0800
USW0043012,20210411,TMIN,-143,,,X,0700
USW0043012,20210411,TMAX,145,,,7,1700
USW0043012,20210412,TMAX,295,,,N,
USW0043012,20210412,SNWD,29,,,7,
USW0043012,20210418,PRCP,21,,,K,0800
USW0043012,20210418,TMAX,145,,,7,
USW0043012,20210418,SNWD,34,,,7,0700
USW0043012,20210424,SNWD,96,,,W,
USW0043012,20210424,SNOW,22,,,W,0800
USW0043012,20210424,PRCP,3,,,W,1800
USW0043012,20210427,SNWD,16,,,K,1700
USW0043012,20210427,PRCP,11,,,W,0700
USW0043012,20210428,PRCP,8,,,N,0800
USW0043012,20210428,SNOW,0,,,7,
USW0043012,20210428,TMAX,455,,,W,
USW0043012,20210507,SNOW,7,,,N,0700
USW0043012,20210507,TMIN,-9,,,N,0700
USW0043012,20210507,PRCP,6,,,7,0700
USW0043012,20210507,SNWD,26,,,X,1800
USW0043012,20210508,TMIN,83,,,W,0700
USW0043012,20210508,SNOW,4,,,X,0800
USW0043012,20210513,PRCP,49,,,W,1700
USW0043012,20210513,TMAX,217,,,N,
USW0043012,20210519,TMAX,275,,,W,1700
USW0043012,20210519,TMIN,35,,,K,1700
USW0043012,20210528,PRCP,46,,,W,
USW0043012,20210528,SNWD,6,,,X,
USW0043012,20210528,TMIN,91,,,W,0800
USW0043012,20210603,TMAX,318,,,X,
USW0043012,20210603,TMIN,17,,,N,0800
USW0043012,20210603,SNWD,76,,,X,0700
USW0043012,20210604,SNOW,5,,,X,1800
USW0043012,20210604,PRCP,7,,,K,1800
USW0043012,20210604,SNWD,20,,,K,
USW0043012,20210612,PRCP,99,,,W,1700
USW0043012,20210612,TMAX,206,,,N,
USW0043012,20210612,SNOW,3,,,N,
USW0043012,20210612,SNWD,16,,,W,
USW0043012,20210619,TMIN,-71,,,K,1800
USW0043012,20210619,PRCP,9,,,X,
USW0043012,20210619,SNWD,32,,,W,0800
USW0043012,20210628,SNOW,11,,,W,1800
USW0043012,20210628,SNWD,9,,,N,0800
USW0043012,20210628,TMAX,347,,,N,1700
USW0043012,20210703,SNOW,1,,,W,
USW0043012,20210703,SNWD,23,,,7,0800
USW0043012,20210703,TMAX,235,,,X,0800
USW0043012,20210703,PRCP,0,,,7,1800
USW0043012,20210704,PRCP,43,,,K,
USW0043012,20210704,SNOW,2,,,X,1700
USW0043012,20210712,PRCP,24,,,N,1700
USW0043012,20210712,TMIN,48,,,7,
USW0043012,20210712,SNOW,23,,,7,0800
USW0043012,20210713,SNWD,15,,,7,0700
USW0043012,20210713,SNOW,7,,,N,
USW0043012,20210713,PRCP,12,,,X,0700
USW0043012,20210714,TMAX,124,,,K,1800
USW0043012,20210714,SNWD,20,,,W,1700
USW0043012,20210719,TMIN,-98,,,N,0800
USW0043012,20210719,PRCP,21,,,W,
USW0043012,20210719,SNOW,22,,,7,1800
USW0043012,20210719,SNWD,15,,,N,0800
USW0043012,20210723,SNWD,20,,,N,1800
USW0043012,20210723,TMAX,183,,,X,0700
USW0043012,20210723,SNOW,8,,,N,0700
USW0043012,20210724,SNWD,7,,,W,1800
USW0043012,20210724,TMAX,272,,,7,1800
USW0043012,20210729,PRCP,34,,,X,1700
USW0043012,20210729,TMIN,64,,,K,1800
USW0043012,20210729,SNWD,7,,,W,0700
USW0043012,20210729,SNOW,32,,,K,0800
USW0043012,20210806,PRCP,8,,,K,0800
USW0043012,20210806,TMIN,-21,,,7,0800
USW0043012,20210806,SNWD,14,,,N,1800
USW0043012,20210806,SNOW,4,,,7,
USW0043012,20210811,TMIN,19,,,N,1700
USW0043012,20210811,TMAX,208,,,W,0800
USW0043012,20210814,TMAX,398,,,K,1700
USW0043012,20210814,TMIN,80,,,X,0800
USW0043012,20210818,TMIN,-39,,,X,1700
USW0043012,20210818,SNOW,38,,,W,1800
USW0043012,20210820,TMIN,105,,,W,
USW0043012,20210820,PRCP,24,,,7,1800
USW0043012,20210821,SNWD,4,,,K,1700
USW0043012,20210821,SNOW,3,,,7,0700
USW0043012,20210821,TMIN,-2,,,X,0800
USW0043012,20210827,PRCP,21,,,W,1700
USW0043012,20210827,TMAX,83,,,N,0700
USW0043012,20210827,SNOW,5,,,K,1700
USW0043012,20210829,SNOW,13,,,N,1700
USW0043012,20210829,SNWD,10,,,K,1700
USW0043012,20210831,TMAX,201,,,7,
USW0043012,20210831,SNOW,10,,,W,
USW0043012,20210920,SNOW,10,,,X,1700
USW0043012,20210920,TMIN,11,,,W,0700
USW0043012,20210924,SNWD,13,,,X,1700
USW0043012,20210924,TMIN,-19,,,7,1800
USW0043012,20210924,SNOW,1,,,7,1700
USW0043012,20210926,SNWD,0,,,X,
USW0043012,20210926,SNOW,3,,,W,1800
USW0043012,20210926,PRCP,10,,,7,
USW0043012,20211001,PRCP,18,,,K,0800
USW0043012,20211001,TMAX,270,,,X,1700
USW0043012,20211001,SNWD,35,,,7,
USW0043012,20211003,SNOW,1,,,7,0700
USW0043012,20211003,TMIN,-128,,,W,1700
USW0043012,20211003,PRCP,23,,,W,0800
USW0043012,20211004,PRCP,51,,,X,1700
USW0043012,20211004,TMAX,224,,,K,
USW0043012,20211004,SNWD,35,,,N,0800
USW0043012,20211004,TMIN,60,,,7,1700
USW0043012,20211010,PRCP,33,,,N,
USW0043012,20211010,TMAX,258,,,W,0800
USW0043012,20211010,SNWD,35,,,7,0700
USW0043012,20211010,SNOW,0,,,X,
USW0043012,20211021,SNOW,15,,,N,0800
USW0043012,20211021,PRCP,21,,,X,0800
USW0043012,20211021,TMIN,80,,,N,
USW0043012,20211021,SNWD,7,,,W,
USW0043012,20211025,TMAX,288,,,X,0800
USW0043012,20211025,TMIN,30,,,W,0800
USW0043012,20211025,PRCP,2,,,K,1800
USW0043012,20211025,SNOW,11,,,N,1700
USW0043012,20211031,TMAX,118,,,K,0700
USW0043012,20211031,PRCP,15,,,X,1800
USW0043012,20211104,TMAX,204,,,N,0800
USW0043012,20211104,PRCP,1,,,K,
USW0043012,20211104,TMIN,93,,,7,
USW0043012,20211104,SNOW,1,,,N,
USW0043012,20211108,TMIN,-12,,,X,0800
USW0043012,20211108,SNOW,0,,,7,1700
USW0043012,20211115,SNWD,48,,,7,1800
USW0043012,20211115,TMAX,161,,,7,0800
USW0043012,20211115,SNOW,4,,,7,1800
USW0043012,20211118,TMAX,209,,,X,
USW0043012,20211118,SNOW,2,,,X,1800
USW0043012,20211128,TMIN,-28,,,N,0700
USW0043012,20211128,TMAX,219,,,X,0700
USW0043012,20211128,PRCP,1,,,K,0700
USW0043012,20211206,SNWD,41,,,N,
USW0043012,20211206,SNOW,1,,,7,1700
USW0043012,20211206,TMIN,12,,,X,
USW0043012,20211209,TMIN,84,,,K,1700
USW0043012,20211209,SNWD,6,,,K,0700
USW0043012,20211209,SNOW,0,,,W,1700
USW0043012,20211209,PRCP,14,,,7,0700
USW0043012,20211213,SNOW,42,,,K,1700
USW0043012,20211213,SNWD,5,,,K,
USW0043012,20211218,TMAX,128,,,N,
USW0043012,20211218,SNWD,30,,,W,0700
USW0043012,20211225,SNOW,6,,,7,0700
USW0043012,20211225,TMAX,164,,,X,1800
USW0043012,20211225,TMIN,-119,,,W,1800
USW0043012,20211226,SNOW,1,,,N,1800
USW0043012,20211226,PRCP,41,,,7,0800
USW0043012,20211231,SNWD,44,,,N,0700
USW0043012,20211231,TMIN,49,,,N,1800
USW0043012,20211231,TMAX,93,,,N,1800
USW0043012,20220101,SNOW,2,,,X,0700
USW0043012,20220101,PRCP,19,,,N,1700
USW0043012,20220101,TMIN,72,,,N,0800
USW0043012,20220101,SNWD,37,,,N,0700
USW0043012,20220102,SNWD,10,,,7,
USW0043012,20220102,TMAX,207,,,K,1800
USW0043012,20220102,SNOW,33,,,7,1700
USW0043012,20220106,PRCP,44,,,W,
USW0043012,20220106,SNOW,14,,,X,1800
USW0043012,20220110,TMAX,25,,,K,0700
USW0043012,20220110,TMIN,118,,,X,1700
USW0043012,20220110,PRCP,17,,,X,0800
USW0043012,20220112,TMIN,45,,,K,0800
USW0043012,20220112,PRCP,7,,,W,0800
USW0043012,20220113,TMIN,66,,,W,0800
USW0043012,20220113,SNOW,0,,,X,1800
USW0043012,20220113,TMAX,326,,,K,
USW0043012,20220113,SNWD,66,,,X,1700
USW0043012,20220115,SNWD,3,,,X,1800
USW0043012,20220115,PRCP,6,,,7,1700
USW0043012,20220120,SNOW,8,,,X,1700
USW0043012,20220120,TMIN,0,,,X,1700
USW0043012,20220120,SNWD,5,,,7,1800
USW0043012,20220120,TMAX,127,,,X,0800
USW0043012,20220124,SNWD,4,,,K,1700
USW0043012,20220124,SNOW,2,,,W,1700
USW0043012,20220124,TMAX,276,,,W,1700
USW0043012,20220212,SNWD,113,,,X,1800
USW0043012,20220212,SNOW,11,,,N,
USW0043012,20220215,PRCP,13,,,N,
USW0043012,20220215,SNWD,63,,,X,0800
USW0043012,20220220,TMAX,166,,,N,1800
USW0043012,20220220,PRCP,3,,,K,0700
USW0043012,20220227,SNOW,13,,,7,1700
USW0043012,20220227,SNWD,0,,,K,0700
USW0043012,20220307,PRCP,22,,,N,1800
USW0043012,20220307,TMAX,349,,,W,
USW0043012,20220309,SNWD,12,,,K,1800
USW0043012,20220309,SNOW,5,,,7,0800
USW0043012,20220310,TMAX,248,,,K,1800
USW0043012,20220310,TMIN,0,,,N,1800
USW0043012,20220310,SNOW,4,,,X,1800
USW0043012,20220311,TMIN,-57,,,X,0800
USW0043012,20220311,TMAX,187,,,N,0800
USW0043012,20220311,SNWD,0,,,K,
USW0043012,20220311,SNOW,17,,,N,0700
USW0043012,20220313,SNWD,8,,,K,0700
USW0043012,20220313,PRCP,19,,,W,0700
USW0043012,20220314,SNOW,1,,,N,0800
USW0043012,20220314,SNWD,42,,,7,
USW0043012,20220314,TMAX,114,,,X,
USW0043012,20220315,TMIN,-66,,,N,0700
USW0043012,20220315,SNWD,6,,,N,0800
USW0043012,20220315,TMAX,194,,,W,0800
USW0043012,20220315,PRCP,55,,,W,0800
USW0043012,20220323,SNWD,56,,,K,0700
USW0043012,20220323,SNOW,4,,,N,0800
USW0043012,20220329,SNWD,12,,,7,0700
USW0043012,20220329,PRCP,0,,,K,
USW0043012,20220329,TMAX,137,,,K,0700
USW0043012,20220331,PRCP,29,,,W,0800
USW0043012,20220331,SNOW,6,,,7,
USW0043012,20220331,TMIN,53,,,K,0800
USW0043012,20220401,TMAX,163,,,X,1800
USW0043012,20220401,TMIN,190,,,K,1800
USW0043012,20220401,SNOW,15,,,X,1800
USW0043012,20220411,PRCP,29,,,7,0700
USW0043012,20220411,SNWD,40,,,K,
USW0043012,20220411,TMAX,212,,,W,0700
USW0043012,20220411,SNOW,8,,,X,0800
USW0043012,20220412,TMIN,-160,,,X,1800
USW0043012,20220412,SNWD,17,,,N,
USW0043012,20220412,TMAX,188,,,7,1800
USW0043012,20220412,PRCP,3,,,W,0800
USW0043012,20220418,SNOW,5,,,X,0800
USW0043012,20220418,SNWD,10,,,W,0800
USW0043012,20220418,TMAX,277,,,W,0700
USW0043012,20220418,TMIN,11,,,N,0800
USW0043012,20220425,SNWD,0,,,X,0700
USW0043012,20220425,SNOW,19,,,K,0700
USW0043012,20220428,TMIN,-62,,,X,1700
USW0043012,20220428,PRCP,58,,,N,
USW0043012,20220502,TMIN,168,,,7,1800
USW0043012,20220502,TMAX,180,,,7,
USW0043012,20220502,PRCP,18,,,N,0800
USW0043012,20220502,SNOW,5,,,N,1800
USW0043012,20220506,SNWD,55,,,W,0800
USW0043012,20220506,PRCP,43,,,N,
USW0043012,20220506,TMAX,51,,,W,0800
USW0043012,20220507,TMAX,310,,,K,0700
USW0043012,20220507,SNWD,0,,,N,
USW0043012,20220507,PRCP,76,,,7,1700
USW0043012,20220508,SNOW,1,,,N,1800
USW0043012,20220508,SNWD,47,,,K,0800
USW0043012,20220508,PRCP,5,,,N,0800
USW0043012,20220508,TMIN,-33,,,7,
USW0043012,20220510,TMIN,28,,,W,1800
USW0043012,20220510,SNWD,22,,,K,1700
USW0043012,20220520,SNWD,39,,,X,
USW0043012,20220520,TMIN,38,,,N,1700
USW0043012,20220520,TMAX,387,,,K,1700
USW0043012,20220526,PRCP,111,,,W,0800
USW0043012,20220526,SNOW,1,,,X,0800
USW0043012,20220526,TMAX,114,,,7,1700
USW0043012,20220526,TMIN,-15,,,K,0800
USW0043012,20220603,TMIN,17,,,X,1800
USW0043012,20220603,PRCP,142,,,N,
USW0043012,20220603,SNOW,1,,,X,0800
USW0043012,20220606,TMIN,248,,,X,1800
USW0043012,20220606,TMAX,62,,,X,
USW0043012,20220606,SNOW,15,,,W,0800
USW0043012,20220606,PRCP,20,,,N,1800
USW0043012,20220607,TMAX,275,,,X,0800
USW0043012,20220607,PRCP,5,,,X,0800
USW0043012,20220611,PRCP,56,,,K,
USW0043012,20220611,TMAX,175,,,W,0800
USW0043012,20220611,TMIN,113,,,W,1700
USW0043012,20220617,TMAX,101,,,N,1800
USW0043012,20220617,SNOW,6,,,K,0800
USW0043012,20220618,SNWD,5,,,N,0700
USW0043012,20220618,SNOW,9,,,7,1700
USW0043012,20220619,PRCP,0,,,X,0800
USW0043012,20220619,TMIN,11,,,7,1800
USW0043012,20220625,PRCP,6,,,K,1700
USW0043012,20220625,TMAX,246,,,W,1700
USW0043012,20220625,TMIN,81,,,7,0700
USW0043012,20220625,SNOW,13,,,K,0700
USW0043012,20220627,PRCP,26,,,7,
USW0043012,20220627,SNWD,37,,,X,0800
USW0043012,20220627,SNOW,27,,,N,1700
USW0043012,20220627,TMIN,120,,,X,1800
USW0043012,20220628,SNWD,9,,,K,1700
USW0043012,20220628,SNOW,18,,,X,0800
USW0043012,20220629,TMAX,209,,,K,1700
USW0043012,20220629,PRCP,5,,,X,1800
USW0043012,20220629,SNWD,36,,,X,1800
USW0043012,20220629,TMIN,-7,,,K,1700
USW0043012,20220701,SNOW,11,,,7,
USW0043012,20220701,SNWD,76,,,N,0700
USW0043012,20220701,PRCP,34,,,X,1800
USW0043012,20220701,TMIN,145,,,K,
USW0043012,20220702,TMIN,26,,,N,
USW0043012,20220702,TMAX,37,,,X,
USW0043012,20220708,TMIN,44,,,7,1800
USW0043012,20220708,TMAX,181,,,X,1700
USW0043012,20220708,SNOW,0,,,K,1800
USW0043012,20220712,SNWD,26,,,W,0800
USW0043012,20220712,TMIN,98,,,W,0700
USW0043012,20220712,PRCP,10,,,K,1700
USW0043012,20220714,SNWD,4,,,7,
