h3_index,year,month,obs_count,total_pollinators,species_richness,PRCP,SNOW,SNWD,TMAX,TMIN,avg_crop_val,merged_abstracts,image_path
8626248cfffffff,2021,6,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,This study evaluates the impact of clothianidin exposure on Osmia lignaria colonies across Central Valley CA. Results indicate a 28% decline in colony health metrics over the study period.,0
862624cd7ffffff,2023,7,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,"Residues of neonicotinoid found in pollen samples correlate with increased mortality in Osmia lignaria. Lethal dose thresholds were exceeded in 43% of tested fields. Urban gardens in Southern US provide crucial refuge for Apis mellifera amidst surrounding agricultural monocultures. Species richness was 109x higher in garden plots. Field trials in Pacific Northwest show that integrated pest management reduces Osmia lignaria mortality by 60% compared to conventional thiamethoxam application schedules. Habitat fragmentation in Southern US leads to reduced genetic diversity in native Osmia lignaria populations. We analyzed 468 sampling sites over 10 years. Climate change shifts the phenology of flowering plants in Central Valley CA, disrupting Osmia lignaria pollination networks. Mean bloom date advanced by 10 days per decade.",0
862625877ffffff,2021,5,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,"Climate change shifts the phenology of flowering plants in Central Valley CA, disrupting Bombus impatiens pollination networks. Mean bloom date advanced by 4 days per decade. Climate change shifts the phenology of flowering plants in Midwest US, disrupting Osmia lignaria pollination networks. Mean bloom date advanced by 2 days per decade. Residues of clothianidin found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 8% of tested fields.",0
862625a8fffffff,2022,8,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,Residues of clothianidin found in pollen samples correlate with increased mortality in Bombus terrestris. Lethal dose thresholds were exceeded in 45% of tested fields. Field trials in Midwest US show that integrated pest management reduces Bombus impatiens mortality by 49% compared to conventional neonicotinoid application schedules. Long-term monitoring of Osmia lignaria populations in Eastern Seaboard reveals significant population declines linked to clothianidin application rates. We recommend immediate policy intervention. Habitat fragmentation in Southern US leads to reduced genetic diversity in native native bumblebee populations. We analyzed 271 sampling sites over 19 years.,0
86262660fffffff,2023,9,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,This study evaluates the impact of clothianidin exposure on Bombus impatiens colonies across Midwest US. Results indicate a 20% decline in colony health metrics over the study period. Field trials in Midwest US show that integrated pest management reduces Apis mellifera mortality by 21% compared to conventional organophosphate application schedules. Field trials in Southern US show that integrated pest management reduces Bombus terrestris mortality by 35% compared to conventional organophosphate application schedules.,0
86262692fffffff,2021,6,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,This study evaluates the impact of clothianidin exposure on Osmia lignaria colonies across Central Valley CA. Results indicate a 28% decline in colony health metrics over the study period.,0
862626937ffffff,2021,5,1,10,1,0.0,0.0,0.0,0.0,0.0,0.0,"Climate change shifts the phenology of flowering plants in Central Valley CA, disrupting Bombus impatiens pollination networks. Mean bloom date advanced by 4 days per decade. Climate change shifts the phenology of flowering plants in Midwest US, disrupting Osmia lignaria pollination networks. Mean bloom date advanced by 2 days per decade. Residues of clothianidin found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 8% of tested fields.",0
862629437ffffff,2021,7,1,25,1,0.0,0.0,0.0,0.0,0.0,0.0,"Climate change shifts the phenology of flowering plants in Southern US, disrupting Bombus impatiens pollination networks. Mean bloom date advanced by 7 days per decade. Climate change shifts the phenology of flowering plants in Midwest US, disrupting Bombus impatiens pollination networks. Mean bloom date advanced by 11 days per decade. Residues of thiamethoxam found in pollen samples correlate with increased mortality in Bombus impatiens. Lethal dose thresholds were exceeded in 44% of tested fields.",0
862629b07ffffff,2023,3,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,A meta-analysis of 263 studies spanning 14 years demonstrates that imidacloprid negatively affects Bombus terrestris foraging behavior and navigation abilities. Habitat fragmentation in Great Plains leads to reduced genetic diversity in native Bombus terrestris populations. We analyzed 22 sampling sites over 7 years. Habitat fragmentation in Southern US leads to reduced genetic diversity in native Osmia lignaria populations. We analyzed 253 sampling sites over 15 years.,0
86262a937ffffff,2022,11,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,Residues of thiamethoxam found in pollen samples correlate with increased mortality in Apis mellifera. Lethal dose thresholds were exceeded in 13% of tested fields.,0
86262ba77ffffff,2021,5,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,"Climate change shifts the phenology of flowering plants in Central Valley CA, disrupting Bombus impatiens pollination networks. Mean bloom date advanced by 4 days per decade. Climate change shifts the phenology of flowering plants in Midwest US, disrupting Osmia lignaria pollination networks. Mean bloom date advanced by 2 days per decade. Residues of clothianidin found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 8% of tested fields.",0
86262c8a7ffffff,2021,9,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,"This study evaluates the impact of thiamethoxam exposure on Bombus terrestris colonies across Midwest US. Results indicate a 44% decline in colony health metrics over the study period. Urban gardens in Southern US provide crucial refuge for Bombus terrestris amidst surrounding agricultural monocultures. Species richness was 299x higher in garden plots. Urban gardens in Great Plains provide crucial refuge for native bumblebee amidst surrounding agricultural monocultures. Species richness was 129x higher in garden plots. Climate change shifts the phenology of flowering plants in Central Valley CA, disrupting native bumblebee pollination networks. Mean bloom date advanced by 11 days per decade.",0
86262e767ffffff,2023,8,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,"A meta-analysis of 137 studies spanning 17 years demonstrates that neonicotinoid negatively affects Osmia lignaria foraging behavior and navigation abilities. Climate change shifts the phenology of flowering plants in Great Plains, disrupting Megachile rotundata pollination networks. Mean bloom date advanced by 10 days per decade. Field trials in Midwest US show that integrated pest management reduces Megachile rotundata mortality by 56% compared to conventional clothianidin application schedules. This study evaluates the impact of imidacloprid exposure on Megachile rotundata colonies across Midwest US. Results indicate a 40% decline in colony health metrics over the study period.",0
86262e8d7ffffff,2022,7,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,A meta-analysis of 364 studies spanning 13 years demonstrates that glyphosate negatively affects Bombus impatiens foraging behavior and navigation abilities. Residues of neonicotinoid found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 33% of tested fields. Habitat fragmentation in Eastern Seaboard leads to reduced genetic diversity in native Bombus impatiens populations. We analyzed 187 sampling sites over 9 years. This study evaluates the impact of organophosphate exposure on Bombus impatiens colonies across Southern US. Results indicate a 18% decline in colony health metrics over the study period.,0
86263062fffffff,2022,6,1,50,1,0.0,0.0,0.0,0.0,0.0,0.0,Urban gardens in Eastern Seaboard provide crucial refuge for native bumblebee amidst surrounding agricultural monocultures. Species richness was 84x higher in garden plots.,0
8626308c7ffffff,2020,7,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,This study evaluates the impact of clothianidin exposure on native bumblebee colonies across Great Plains. Results indicate a 35% decline in colony health metrics over the study period. Habitat fragmentation in Southern US leads to reduced genetic diversity in native native bumblebee populations. We analyzed 280 sampling sites over 16 years.,0
8626309afffffff,2020,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,Residues of organophosphate found in pollen samples correlate with increased mortality in Bombus terrestris. Lethal dose thresholds were exceeded in 38% of tested fields. Field trials in Southern US show that integrated pest management reduces Bombus terrestris mortality by 58% compared to conventional glyphosate application schedules.,0
862630a47ffffff,2021,5,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,"Climate change shifts the phenology of flowering plants in Central Valley CA, disrupting Bombus impatiens pollination networks. Mean bloom date advanced by 4 days per decade. Climate change shifts the phenology of flowering plants in Midwest US, disrupting Osmia lignaria pollination networks. Mean bloom date advanced by 2 days per decade. Residues of clothianidin found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 8% of tested fields.",0
862631027ffffff,2020,8,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,Residues of clothianidin found in pollen samples correlate with increased mortality in Apis mellifera. Lethal dose thresholds were exceeded in 7% of tested fields. Field trials in Central Valley CA show that integrated pest management reduces Bombus impatiens mortality by 49% compared to conventional imidacloprid application schedules.,0
8626310afffffff,2021,11,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,Urban gardens in Pacific Northwest provide crucial refuge for Bombus terrestris amidst surrounding agricultural monocultures. Species richness was 356x higher in garden plots. A meta-analysis of 178 studies spanning 16 years demonstrates that neonicotinoid negatively affects native bumblebee foraging behavior and navigation abilities. A meta-analysis of 129 studies spanning 13 years demonstrates that imidacloprid negatively affects Megachile rotundata foraging behavior and navigation abilities.,0
86263181fffffff,2021,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,This study evaluates the impact of imidacloprid exposure on native bumblebee colonies across Great Plains. Results indicate a 36% decline in colony health metrics over the study period. A meta-analysis of 254 studies spanning 6 years demonstrates that organophosphate negatively affects native bumblebee foraging behavior and navigation abilities.,0
862631c17ffffff,2020,7,1,5,1,0.0,0.0,0.0,0.0,0.0,0.0,This study evaluates the impact of clothianidin exposure on native bumblebee colonies across Great Plains. Results indicate a 35% decline in colony health metrics over the study period. Habitat fragmentation in Southern US leads to reduced genetic diversity in native native bumblebee populations. We analyzed 280 sampling sites over 16 years.,0
8626328b7ffffff,2021,9,1,10,1,0.0,0.0,0.0,0.0,0.0,0.0,"This study evaluates the impact of thiamethoxam exposure on Bombus terrestris colonies across Midwest US. Results indicate a 44% decline in colony health metrics over the study period. Urban gardens in Southern US provide crucial refuge for Bombus terrestris amidst surrounding agricultural monocultures. Species richness was 299x higher in garden plots. Urban gardens in Great Plains provide crucial refuge for native bumblebee amidst surrounding agricultural monocultures. Species richness was 129x higher in garden plots. Climate change shifts the phenology of flowering plants in Central Valley CA, disrupting native bumblebee pollination networks. Mean bloom date advanced by 11 days per decade.",0
862632bb7ffffff,2020,10,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,"Climate change shifts the phenology of flowering plants in Southern US, disrupting Megachile rotundata pollination networks. Mean bloom date advanced by 9 days per decade.",0
862632c67ffffff,2020,5,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,"Urban gardens in Great Plains provide crucial refuge for Bombus terrestris amidst surrounding agricultural monocultures. Species richness was 274x higher in garden plots. This study evaluates the impact of organophosphate exposure on native bumblebee colonies across Central Valley CA. Results indicate a 30% decline in colony health metrics over the study period. Long-term monitoring of Bombus impatiens populations in Great Plains reveals significant population declines linked to organophosphate application rates. We recommend immediate policy intervention. Residues of neonicotinoid found in pollen samples correlate with increased mortality in Bombus impatiens. Lethal dose thresholds were exceeded in 5% of tested fields. Climate change shifts the phenology of flowering plants in Southern US, disrupting native bumblebee pollination networks. Mean bloom date advanced by 10 days per decade. A meta-analysis of 89 studies spanning 8 years demonstrates that neonicotinoid negatively affects Apis mellifera foraging behavior and navigation abilities.",0
8626330a7ffffff,2022,9,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,Long-term monitoring of Osmia lignaria populations in Midwest US reveals significant population declines linked to thiamethoxam application rates. We recommend immediate policy intervention.,0
862634507ffffff,2023,5,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0
862634527ffffff,2022,7,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,A meta-analysis of 364 studies spanning 13 years demonstrates that glyphosate negatively affects Bombus impatiens foraging behavior and navigation abilities. Residues of neonicotinoid found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 33% of tested fields. Habitat fragmentation in Eastern Seaboard leads to reduced genetic diversity in native Bombus impatiens populations. We analyzed 187 sampling sites over 9 years. This study evaluates the impact of organophosphate exposure on Bombus impatiens colonies across Southern US. Results indicate a 18% decline in colony health metrics over the study period.,0
862634677ffffff,2021,11,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,Urban gardens in Pacific Northwest provide crucial refuge for Bombus terrestris amidst surrounding agricultural monocultures. Species richness was 356x higher in garden plots. A meta-analysis of 178 studies spanning 16 years demonstrates that neonicotinoid negatively affects native bumblebee foraging behavior and navigation abilities. A meta-analysis of 129 studies spanning 13 years demonstrates that imidacloprid negatively affects Megachile rotundata foraging behavior and navigation abilities.,0
862634bafffffff,2021,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,"Climate change shifts the phenology of flowering plants in Midwest US, disrupting Bombus terrestris pollination networks. Mean bloom date advanced by 11 days per decade. Residues of organophosphate found in pollen samples correlate with increased mortality in Osmia lignaria. Lethal dose thresholds were exceeded in 41% of tested fields. This study evaluates the impact of neonicotinoid exposure on Bombus terrestris colonies across Eastern Seaboard. Results indicate a 20% decline in colony health metrics over the study period. Residues of glyphosate found in pollen samples correlate with increased mortality in Bombus terrestris. Lethal dose thresholds were exceeded in 5% of tested fields. Urban gardens in Central Valley CA provide crucial refuge for Apis mellifera amidst surrounding agricultural monocultures. Species richness was 280x higher in garden plots.",0
86263519fffffff,2022,10,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,A meta-analysis of 316 studies spanning 14 years demonstrates that clothianidin negatively affects Bombus terrestris foraging behavior and navigation abilities. Long-term monitoring of native bumblebee populations in Pacific Northwest reveals significant population declines linked to imidacloprid application rates. We recommend immediate policy intervention. Field trials in Midwest US show that integrated pest management reduces Bombus impatiens mortality by 22% compared to conventional glyphosate application schedules.,0
862636417ffffff,2020,7,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,This study evaluates the impact of clothianidin exposure on native bumblebee colonies across Great Plains. Results indicate a 35% decline in colony health metrics over the study period. Habitat fragmentation in Southern US leads to reduced genetic diversity in native native bumblebee populations. We analyzed 280 sampling sites over 16 years.,0
8626368e7ffffff,2023,11,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,Habitat fragmentation in Southern US leads to reduced genetic diversity in native native bumblebee populations. We analyzed 368 sampling sites over 13 years. Residues of thiamethoxam found in pollen samples correlate with increased mortality in Megachile rotundata. Lethal dose thresholds were exceeded in 57% of tested fields. Residues of imidacloprid found in pollen samples correlate with increased mortality in Bombus terrestris. Lethal dose thresholds were exceeded in 35% of tested fields. Habitat fragmentation in Central Valley CA leads to reduced genetic diversity in native Osmia lignaria populations. We analyzed 284 sampling sites over 12 years.,0
862636ac7ffffff,2022,8,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,Residues of clothianidin found in pollen samples correlate with increased mortality in Bombus terrestris. Lethal dose thresholds were exceeded in 45% of tested fields. Field trials in Midwest US show that integrated pest management reduces Bombus impatiens mortality by 49% compared to conventional neonicotinoid application schedules. Long-term monitoring of Osmia lignaria populations in Eastern Seaboard reveals significant population declines linked to clothianidin application rates. We recommend immediate policy intervention. Habitat fragmentation in Southern US leads to reduced genetic diversity in native native bumblebee populations. We analyzed 271 sampling sites over 19 years.,0
862636c07ffffff,2022,10,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,A meta-analysis of 316 studies spanning 14 years demonstrates that clothianidin negatively affects Bombus terrestris foraging behavior and navigation abilities. Long-term monitoring of native bumblebee populations in Pacific Northwest reveals significant population declines linked to imidacloprid application rates. We recommend immediate policy intervention. Field trials in Midwest US show that integrated pest management reduces Bombus impatiens mortality by 22% compared to conventional glyphosate application schedules.,0
862636d37ffffff,2022,8,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,Residues of clothianidin found in pollen samples correlate with increased mortality in Bombus terrestris. Lethal dose thresholds were exceeded in 45% of tested fields. Field trials in Midwest US show that integrated pest management reduces Bombus impatiens mortality by 49% compared to conventional neonicotinoid application schedules. Long-term monitoring of Osmia lignaria populations in Eastern Seaboard reveals significant population declines linked to clothianidin application rates. We recommend immediate policy intervention. Habitat fragmentation in Southern US leads to reduced genetic diversity in native native bumblebee populations. We analyzed 271 sampling sites over 19 years.,0
862640bafffffff,2022,9,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,Long-term monitoring of Osmia lignaria populations in Midwest US reveals significant population declines linked to thiamethoxam application rates. We recommend immediate policy intervention.,0
86264151fffffff,2021,4,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,"A meta-analysis of 203 studies spanning 9 years demonstrates that glyphosate negatively affects Megachile rotundata foraging behavior and navigation abilities. Climate change shifts the phenology of flowering plants in Pacific Northwest, disrupting Apis mellifera pollination networks. Mean bloom date advanced by 9 days per decade.",0
862642037ffffff,2021,9,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,"This study evaluates the impact of thiamethoxam exposure on Bombus terrestris colonies across Midwest US. Results indicate a 44% decline in colony health metrics over the study period. Urban gardens in Southern US provide crucial refuge for Bombus terrestris amidst surrounding agricultural monocultures. Species richness was 299x higher in garden plots. Urban gardens in Great Plains provide crucial refuge for native bumblebee amidst surrounding agricultural monocultures. Species richness was 129x higher in garden plots. Climate change shifts the phenology of flowering plants in Central Valley CA, disrupting native bumblebee pollination networks. Mean bloom date advanced by 11 days per decade.",0
86264222fffffff,2023,11,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,Habitat fragmentation in Southern US leads to reduced genetic diversity in native native bumblebee populations. We analyzed 368 sampling sites over 13 years. Residues of thiamethoxam found in pollen samples correlate with increased mortality in Megachile rotundata. Lethal dose thresholds were exceeded in 57% of tested fields. Residues of imidacloprid found in pollen samples correlate with increased mortality in Bombus terrestris. Lethal dose thresholds were exceeded in 35% of tested fields. Habitat fragmentation in Central Valley CA leads to reduced genetic diversity in native Osmia lignaria populations. We analyzed 284 sampling sites over 12 years.,0
8626422e7ffffff,2023,8,1,5,1,0.0,0.0,0.0,0.0,0.0,0.0,"A meta-analysis of 137 studies spanning 17 years demonstrates that neonicotinoid negatively affects Osmia lignaria foraging behavior and navigation abilities. Climate change shifts the phenology of flowering plants in Great Plains, disrupting Megachile rotundata pollination networks. Mean bloom date advanced by 10 days per decade. Field trials in Midwest US show that integrated pest management reduces Megachile rotundata mortality by 56% compared to conventional clothianidin application schedules. This study evaluates the impact of imidacloprid exposure on Megachile rotundata colonies across Midwest US. Results indicate a 40% decline in colony health metrics over the study period.",0
862642a8fffffff,2020,12,1,25,1,0.0,0.0,0.0,0.0,0.0,0.0,Residues of organophosphate found in pollen samples correlate with increased mortality in Osmia lignaria. Lethal dose thresholds were exceeded in 47% of tested fields. Field trials in Great Plains show that integrated pest management reduces Osmia lignaria mortality by 62% compared to conventional organophosphate application schedules. Residues of imidacloprid found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 38% of tested fields.,0
86264369fffffff,2023,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,Urban gardens in Great Plains provide crucial refuge for Megachile rotundata amidst surrounding agricultural monocultures. Species richness was 170x higher in garden plots. Urban gardens in Pacific Northwest provide crucial refuge for Bombus terrestris amidst surrounding agricultural monocultures. Species richness was 407x higher in garden plots. Habitat fragmentation in Central Valley CA leads to reduced genetic diversity in native Osmia lignaria populations. We analyzed 154 sampling sites over 17 years.,0
862643947ffffff,2022,7,1,5,1,0.0,0.0,0.0,0.0,0.0,0.0,A meta-analysis of 364 studies spanning 13 years demonstrates that glyphosate negatively affects Bombus impatiens foraging behavior and navigation abilities. Residues of neonicotinoid found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 33% of tested fields. Habitat fragmentation in Eastern Seaboard leads to reduced genetic diversity in native Bombus impatiens populations. We analyzed 187 sampling sites over 9 years. This study evaluates the impact of organophosphate exposure on Bombus impatiens colonies across Southern US. Results indicate a 18% decline in colony health metrics over the study period.,0
862644517ffffff,2023,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,"Long-term monitoring of Megachile rotundata populations in Central Valley CA reveals significant population declines linked to organophosphate application rates. We recommend immediate policy intervention. Climate change shifts the phenology of flowering plants in Pacific Northwest, disrupting Bombus terrestris pollination networks. Mean bloom date advanced by 4 days per decade. Habitat fragmentation in Midwest US leads to reduced genetic diversity in native Megachile rotundata populations. We analyzed 142 sampling sites over 12 years. Climate change shifts the phenology of flowering plants in Eastern Seaboard, disrupting native bumblebee pollination networks. Mean bloom date advanced by 8 days per decade. Urban gardens in Great Plains provide crucial refuge for Osmia lignaria amidst surrounding agricultural monocultures. Species richness was 405x higher in garden plots. A meta-analysis of 280 studies spanning 14 years demonstrates that clothianidin negatively affects native bumblebee foraging behavior and navigation abilities. Urban gardens in Great Plains provide crucial refuge for Bombus impatiens amidst surrounding agricultural monocultures. Species richness was 210x higher in garden plots.",0
86264452fffffff,2020,7,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,This study evaluates the impact of clothianidin exposure on native bumblebee colonies across Great Plains. Results indicate a 35% decline in colony health metrics over the study period. Habitat fragmentation in Southern US leads to reduced genetic diversity in native native bumblebee populations. We analyzed 280 sampling sites over 16 years.,0
8626456f7ffffff,2020,4,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,"Climate change shifts the phenology of flowering plants in Central Valley CA, disrupting Osmia lignaria pollination networks. Mean bloom date advanced by 5 days per decade.",0
862645acfffffff,2022,10,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,A meta-analysis of 316 studies spanning 14 years demonstrates that clothianidin negatively affects Bombus terrestris foraging behavior and navigation abilities. Long-term monitoring of native bumblebee populations in Pacific Northwest reveals significant population declines linked to imidacloprid application rates. We recommend immediate policy intervention. Field trials in Midwest US show that integrated pest management reduces Bombus impatiens mortality by 22% compared to conventional glyphosate application schedules.,0
86264819fffffff,2023,9,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,This study evaluates the impact of clothianidin exposure on Bombus impatiens colonies across Midwest US. Results indicate a 20% decline in colony health metrics over the study period. Field trials in Midwest US show that integrated pest management reduces Apis mellifera mortality by 21% compared to conventional organophosphate application schedules. Field trials in Southern US show that integrated pest management reduces Bombus terrestris mortality by 35% compared to conventional organophosphate application schedules.,0
862648297ffffff,2022,7,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,A meta-analysis of 364 studies spanning 13 years demonstrates that glyphosate negatively affects Bombus impatiens foraging behavior and navigation abilities. Residues of neonicotinoid found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 33% of tested fields. Habitat fragmentation in Eastern Seaboard leads to reduced genetic diversity in native Bombus impatiens populations. We analyzed 187 sampling sites over 9 years. This study evaluates the impact of organophosphate exposure on Bombus impatiens colonies across Southern US. Results indicate a 18% decline in colony health metrics over the study period.,0
86264844fffffff,2023,2,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,"Long-term monitoring of Megachile rotundata populations in Central Valley CA reveals significant population declines linked to organophosphate application rates. We recommend immediate policy intervention. Climate change shifts the phenology of flowering plants in Pacific Northwest, disrupting Bombus terrestris pollination networks. Mean bloom date advanced by 4 days per decade. Habitat fragmentation in Midwest US leads to reduced genetic diversity in native Megachile rotundata populations. We analyzed 142 sampling sites over 12 years. Climate change shifts the phenology of flowering plants in Eastern Seaboard, disrupting native bumblebee pollination networks. Mean bloom date advanced by 8 days per decade. Urban gardens in Great Plains provide crucial refuge for Osmia lignaria amidst surrounding agricultural monocultures. Species richness was 405x higher in garden plots. A meta-analysis of 280 studies spanning 14 years demonstrates that clothianidin negatively affects native bumblebee foraging behavior and navigation abilities. Urban gardens in Great Plains provide crucial refuge for Bombus impatiens amidst surrounding agricultural monocultures. Species richness was 210x higher in garden plots.",0
8626488c7ffffff,2020,3,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,"Climate change shifts the phenology of flowering plants in Pacific Northwest, disrupting Megachile rotundata pollination networks. Mean bloom date advanced by 8 days per decade. A meta-analysis of 309 studies spanning 13 years demonstrates that neonicotinoid negatively affects Osmia lignaria foraging behavior and navigation abilities. Field trials in Eastern Seaboard show that integrated pest management reduces Apis mellifera mortality by 37% compared to conventional thiamethoxam application schedules. Climate change shifts the phenology of flowering plants in Pacific Northwest, disrupting Osmia lignaria pollination networks. Mean bloom date advanced by 9 days per decade. Climate change shifts the phenology of flowering plants in Southern US, disrupting Apis mellifera pollination networks. Mean bloom date advanced by 4 days per decade. A meta-analysis of 261 studies spanning 15 years demonstrates that clothianidin negatively affects native bumblebee foraging behavior and navigation abilities.",0
8626492dfffffff,2021,6,1,5,1,0.0,0.0,0.0,0.0,0.0,0.0,This study evaluates the impact of clothianidin exposure on Osmia lignaria colonies across Central Valley CA. Results indicate a 28% decline in colony health metrics over the study period.,0
862649a27ffffff,2020,9,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,Urban gardens in Central Valley CA provide crucial refuge for Megachile rotundata amidst surrounding agricultural monocultures. Species richness was 339x higher in garden plots. This study evaluates the impact of neonicotinoid exposure on Apis mellifera colonies across Pacific Northwest. Results indicate a 13% decline in colony health metrics over the study period. Urban gardens in Eastern Seaboard provide crucial refuge for Osmia lignaria amidst surrounding agricultural monocultures. Species richness was 248x higher in garden plots.,0
86264a02fffffff,2021,8,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,"Urban gardens in Central Valley CA provide crucial refuge for native bumblebee amidst surrounding agricultural monocultures. Species richness was 305x higher in garden plots. This study evaluates the impact of glyphosate exposure on Bombus terrestris colonies across Pacific Northwest. Results indicate a 43% decline in colony health metrics over the study period. A meta-analysis of 52 studies spanning 8 years demonstrates that glyphosate negatively affects native bumblebee foraging behavior and navigation abilities. Habitat fragmentation in Southern US leads to reduced genetic diversity in native Osmia lignaria populations. We analyzed 40 sampling sites over 13 years. Climate change shifts the phenology of flowering plants in Pacific Northwest, disrupting native bumblebee pollination networks. Mean bloom date advanced by 2 days per decade.",0
86264a347ffffff,2021,10,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,Long-term monitoring of native bumblebee populations in Midwest US reveals significant population declines linked to clothianidin application rates. We recommend immediate policy intervention. Field trials in Southern US show that integrated pest management reduces Bombus impatiens mortality by 6% compared to conventional imidacloprid application schedules. Field trials in Central Valley CA show that integrated pest management reduces Bombus terrestris mortality by 63% compared to conventional thiamethoxam application schedules. Residues of imidacloprid found in pollen samples correlate with increased mortality in Osmia lignaria. Lethal dose thresholds were exceeded in 62% of tested fields.,0
86264a91fffffff,2021,5,1,10,1,0.0,0.0,0.0,0.0,0.0,0.0,"Climate change shifts the phenology of flowering plants in Central Valley CA, disrupting Bombus impatiens pollination networks. Mean bloom date advanced by 4 days per decade. Climate change shifts the phenology of flowering plants in Midwest US, disrupting Osmia lignaria pollination networks. Mean bloom date advanced by 2 days per decade. Residues of clothianidin found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 8% of tested fields.",0
86264b24fffffff,2020,11,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,Field trials in Central Valley CA show that integrated pest management reduces Osmia lignaria mortality by 48% compared to conventional thiamethoxam application schedules.,0
86264b7afffffff,2023,7,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,"Residues of neonicotinoid found in pollen samples correlate with increased mortality in Osmia lignaria. Lethal dose thresholds were exceeded in 43% of tested fields. Urban gardens in Southern US provide crucial refuge for Apis mellifera amidst surrounding agricultural monocultures. Species richness was 109x higher in garden plots. Field trials in Pacific Northwest show that integrated pest management reduces Osmia lignaria mortality by 60% compared to conventional thiamethoxam application schedules. Habitat fragmentation in Southern US leads to reduced genetic diversity in native Osmia lignaria populations. We analyzed 468 sampling sites over 10 years. Climate change shifts the phenology of flowering plants in Central Valley CA, disrupting Osmia lignaria pollination networks. Mean bloom date advanced by 10 days per decade.",0
86264b90fffffff,2020,9,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,Urban gardens in Central Valley CA provide crucial refuge for Megachile rotundata amidst surrounding agricultural monocultures. Species richness was 339x higher in garden plots. This study evaluates the impact of neonicotinoid exposure on Apis mellifera colonies across Pacific Northwest. Results indicate a 13% decline in colony health metrics over the study period. Urban gardens in Eastern Seaboard provide crucial refuge for Osmia lignaria amidst surrounding agricultural monocultures. Species richness was 248x higher in garden plots.,0
